sku_id,date,demand_tons,demand_units,confidence_pct,seasonality_index,scenario_id,forecast_lower,forecast_upper
SKU005,2022-02-24,97.14,9714,1.0,1.06,base,,
SKU006,2022-02-24,141.2,3138,1.0,1.06,base,,
SKU007,2022-02-24,92.73,9273,1.0,1.06,base,,
SKU008,2022-02-24,147.29,3273,1.0,1.06,base,,
SKU009,2022-02-24,91.47,9147,1.0,1.06,base,,
SKU010,2022-02-24,149.0,3311,1.0,1.06,base,,
SKU011,2022-02-24,261.35,5808,1.0,1.06,base,,
SKU012,2022-02-24,133.13,13313,1.0,1.06,base,,
SKU013,2022-02-24,241.91,5376,1.0,1.06,base,,
SKU014,2022-02-24,95.73,9573,1.0,1.06,base,,
SKU001,2022-02-25,292.39,6498,1.0,1.07,base,,
SKU002,2022-02-25,137.81,13781,1.0,1.07,base,,
SKU003,2022-02-25,33.65,33650,1.0,1.07,base,,
SKU004,2022-02-25,250.08,5557,1.0,1.07,base,,
SKU005,2022-02-25,99.3,9930,1.0,1.07,base,,
SKU006,2022-02-25,142.93,3176,1.0,1.07,base,,
SKU007,2022-02-25,89.92,8992,1.0,1.07,base,,
SKU008,2022-02-25,172.92,3843,1.0,1.07,base,,
SKU009,2022-02-25,97.14,9714,1.0,1.07,base,,
SKU010,2022-02-25,155.92,3465,1.0,1.07,base,,
SKU011,2022-02-25,283.62,6303,1.0,1.07,base,,
SKU012,2022-02-25,130.64,13064,1.0,1.07,base,,
SKU013,2022-02-25,227.17,5048,1.0,1.07,base,,
SKU014,2022-02-25,93.78,9378,1.0,1.07,base,,
SKU001,2022-02-26,282.24,6272,1.0,1.07,base,,
SKU002,2022-02-26,117.52,11752,1.0,1.07,base,,
SKU003,2022-02-26,32.92,32920,1.0,1.07,base,,
SKU004,2022-02-26,236.03,5245,1.0,1.07,base,,
SKU005,2022-02-26,91.42,9142,1.0,1.07,base,,
SKU006,2022-02-26,119.29,2651,1.0,1.07,base,,
SKU007,2022-02-26,77.29,7729,1.0,1.07,base,,
SKU008,2022-02-26,157.16,3492,1.0,1.07,base,,
SKU009,2022-02-26,80.23,8023,1.0,1.07,base,,
SKU010,2022-02-26,140.8,3129,1.0,1.07,base,,
SKU011,2022-02-26,268.4,5964,1.0,1.07,base,,
SKU012,2022-02-26,122.25,12225,1.0,1.07,base,,
SKU013,2022-02-26,212.88,4731,1.0,1.07,base,,
SKU014,2022-02-26,93.31,9331,1.0,1.07,base,,
SKU001,2022-02-27,270.13,6003,1.0,1.07,base,,
SKU002,2022-02-27,112.73,11273,1.0,1.07,base,,
SKU003,2022-02-27,31.8,31800,1.0,1.07,base,,
SKU004,2022-02-27,235.84,5241,1.0,1.07,base,,
SKU005,2022-02-27,94.6,9460,1.0,1.07,base,,
SKU006,2022-02-27,128.06,2846,1.0,1.07,base,,
SKU007,2022-02-27,79.04,7904,1.0,1.07,base,,
SKU008,2022-02-27,163.11,3625,1.0,1.07,base,,
SKU009,2022-02-27,86.94,8694,1.0,1.07,base,,
SKU010,2022-02-27,139.84,3108,1.0,1.07,base,,
SKU011,2022-02-27,255.14,5670,1.0,1.07,base,,
SKU012,2022-02-27,113.22,11322,1.0,1.07,base,,
SKU013,2022-02-27,214.46,4766,1.0,1.07,base,,
SKU014,2022-02-27,90.47,9047,1.0,1.07,base,,
SKU001,2022-02-28,295.86,6575,1.0,1.07,base,,
SKU002,2022-02-28,137.8,13780,1.0,1.07,base,,
SKU003,2022-02-28,30.78,30780,1.0,1.07,base,,
SKU004,2022-02-28,240.44,5343,1.0,1.07,base,,
SKU005,2022-02-28,95.58,9558,1.0,1.07,base,,
SKU006,2022-02-28,125.99,2800,1.0,1.07,base,,
SKU007,2022-02-28,90.33,9033,1.0,1.07,base,,
SKU008,2022-02-28,167.4,3720,1.0,1.07,base,,
SKU009,2022-02-28,96.62,9662,1.0,1.07,base,,
SKU010,2022-02-28,147.47,3277,1.0,1.07,base,,
SKU011,2022-02-28,288.74,6416,1.0,1.07,base,,
SKU012,2022-02-28,127.4,12740,1.0,1.07,base,,
SKU013,2022-02-28,235.49,5233,1.0,1.07,base,,
SKU014,2022-02-28,106.92,10692,1.0,1.07,base,,
SKU001,2022-03-01,320.5,7122,1.0,1.07,base,,
SKU002,2022-03-01,129.84,12984,1.0,1.07,base,,
SKU003,2022-03-01,31.22,31220,1.0,1.07,base,,
SKU004,2022-03-01,213.48,4744,1.0,1.07,base,,
SKU005,2022-03-01,110.78,11078,1.0,1.07,base,,
SKU006,2022-03-01,133.18,2960,1.0,1.07,base,,
SKU007,2022-03-01,85.14,8514,1.0,1.07,base,,
SKU008,2022-03-01,159.32,3540,1.0,1.07,base,,
SKU009,2022-03-01,90.88,9088,1.0,1.07,base,,
SKU010,2022-03-01,154.6,3436,1.0,1.07,base,,
SKU011,2022-03-01,244.42,5432,1.0,1.07,base,,
SKU012,2022-03-01,141.03,14103,1.0,1.07,base,,
SKU013,2022-03-01,229.08,5091,1.0,1.07,base,,
SKU014,2022-03-01,110.71,11071,1.0,1.07,base,,
SKU001,2022-03-02,333.66,7415,1.0,1.07,base,,
SKU002,2022-03-02,114.32,11432,1.0,1.07,base,,
SKU003,2022-03-02,36.22,36220,1.0,1.07,base,,
SKU004,2022-03-02,251.03,5578,1.0,1.07,base,,
SKU005,2022-03-02,97.72,9772,1.0,1.07,base,,
SKU006,2022-03-02,132.35,2941,1.0,1.07,base,,
SKU007,2022-03-02,92.04,9204,1.0,1.07,base,,
SKU008,2022-03-02,160.52,3567,1.0,1.07,base,,
SKU009,2022-03-02,89.09,8909,1.0,1.07,base,,
SKU010,2022-03-02,165.72,3683,1.0,1.07,base,,
SKU011,2022-03-02,277.56,6168,1.0,1.07,base,,
SKU012,2022-03-02,130.77,13077,1.0,1.07,base,,
SKU013,2022-03-02,237.0,5267,1.0,1.07,base,,
SKU014,2022-03-02,103.0,10300,1.0,1.07,base,,
SKU001,2022-03-03,320.12,7114,1.0,1.07,base,,
SKU002,2022-03-03,131.89,13189,1.0,1.07,base,,
SKU003,2022-03-03,33.83,33830,1.0,1.07,base,,
SKU004,2022-03-03,227.74,5061,1.0,1.07,base,,
SKU005,2022-03-03,91.68,9168,1.0,1.07,base,,
SKU006,2022-03-03,133.48,2966,1.0,1.07,base,,
SKU007,2022-03-03,89.7,8970,1.0,1.07,base,,
SKU008,2022-03-03,170.38,3786,1.0,1.07,base,,
SKU009,2022-03-03,95.72,9572,1.0,1.07,base,,
SKU010,2022-03-03,152.79,3395,1.0,1.07,base,,
SKU011,2022-03-03,265.77,5906,1.0,1.07,base,,
SKU012,2022-03-03,140.56,14056,1.0,1.07,base,,
SKU013,2022-03-03,217.13,4825,1.0,1.07,base,,
SKU014,2022-03-03,102.31,10231,1.0,1.07,base,,
SKU001,2022-03-04,309.63,6881,1.0,1.07,base,,
SKU002,2022-03-04,133.82,13382,1.0,1.07,base,,
SKU003,2022-03-04,35.15,35150,1.0,1.07,base,,
SKU004,2022-03-04,232.64,5170,1.0,1.07,base,,
SKU005,2022-03-04,105.62,10562,1.0,1.07,base,,
SKU006,2022-03-04,122.24,2716,1.0,1.07,base,,
SKU007,2022-03-04,83.86,8386,1.0,1.07,base,,
SKU008,2022-03-04,149.7,3327,1.0,1.07,base,,
SKU009,2022-03-04,85.05,8505,1.0,1.07,base,,
SKU010,2022-03-04,172.72,3838,1.0,1.07,base,,
SKU011,2022-03-04,270.69,6015,1.0,1.07,base,,
SKU012,2022-03-04,130.58,13058,1.0,1.07,base,,
SKU013,2022-03-04,234.61,5214,1.0,1.07,base,,
SKU014,2022-03-04,106.29,10629,1.0,1.07,base,,
SKU001,2022-03-05,273.23,6072,1.0,1.07,base,,
SKU002,2022-03-05,140.29,14029,1.0,1.07,base,,
SKU003,2022-03-05,31.61,31610,1.0,1.07,base,,
SKU004,2022-03-05,222.63,4947,1.0,1.07,base,,
SKU005,2022-03-05,95.86,9586,1.0,1.07,base,,
SKU006,2022-03-05,127.8,2840,1.0,1.07,base,,
SKU007,2022-03-05,80.56,8056,1.0,1.07,base,,
SKU008,2022-03-05,172.35,3830,1.0,1.07,base,,
SKU009,2022-03-05,81.95,8195,1.0,1.07,base,,
SKU010,2022-03-05,152.46,3388,1.0,1.07,base,,
SKU011,2022-03-05,243.5,5411,1.0,1.07,base,,
SKU012,2022-03-05,120.64,12064,1.0,1.07,base,,
SKU013,2022-03-05,227.62,5058,1.0,1.07,base,,
SKU014,2022-03-05,93.03,9303,1.0,1.07,base,,
SKU001,2022-03-06,290.68,6460,1.0,1.07,base,,
SKU002,2022-03-06,126.56,12656,1.0,1.07,base,,
SKU003,2022-03-06,35.26,35260,1.0,1.07,base,,
SKU004,2022-03-06,242.06,5379,1.0,1.07,base,,
SKU005,2022-03-06,99.6,9960,1.0,1.07,base,,
SKU006,2022-03-06,142.59,3169,1.0,1.07,base,,
SKU007,2022-03-06,79.26,7926,1.0,1.07,base,,
SKU008,2022-03-06,161.1,3580,1.0,1.07,base,,
SKU009,2022-03-06,83.51,8351,1.0,1.07,base,,
SKU010,2022-03-06,132.71,2949,1.0,1.07,base,,
SKU011,2022-03-06,255.36,5675,1.0,1.07,base,,
SKU012,2022-03-06,121.73,12173,1.0,1.07,base,,
SKU013,2022-03-06,223.93,4976,1.0,1.07,base,,
SKU014,2022-03-06,91.74,9174,1.0,1.07,base,,
SKU001,2022-03-07,309.54,6879,1.0,1.07,base,,
SKU002,2022-03-07,146.13,14613,1.0,1.07,base,,
SKU003,2022-03-07,33.82,33820,1.0,1.07,base,,
SKU004,2022-03-07,251.33,5585,1.0,1.07,base,,
SKU005,2022-03-07,103.95,10395,1.0,1.07,base,,
SKU006,2022-03-07,138.7,3082,1.0,1.07,base,,
SKU007,2022-03-07,89.38,8938,1.0,1.07,base,,
SKU008,2022-03-07,173.92,3865,1.0,1.07,base,,
SKU009,2022-03-07,89.89,8989,1.0,1.07,base,,
SKU010,2022-03-07,151.98,3377,1.0,1.07,base,,
SKU011,2022-03-07,270.03,6001,1.0,1.07,base,,
SKU012,2022-03-07,144.46,14446,1.0,1.07,base,,
SKU013,2022-03-07,232.27,5162,1.0,1.07,base,,
SKU014,2022-03-07,105.7,10570,1.0,1.07,base,,
SKU001,2022-03-08,316.9,7042,1.0,1.07,base,,
SKU002,2022-03-08,122.65,12265,1.0,1.07,base,,
SKU003,2022-03-08,31.88,31880,1.0,1.07,base,,
SKU004,2022-03-08,234.23,5205,1.0,1.07,base,,
SKU005,2022-03-08,96.07,9607,1.0,1.07,base,,
SKU006,2022-03-08,132.24,2939,1.0,1.07,base,,
SKU007,2022-03-08,88.0,8800,1.0,1.07,base,,
SKU008,2022-03-08,165.25,3672,1.0,1.07,base,,
SKU009,2022-03-08,97.04,9704,1.0,1.07,base,,
SKU010,2022-03-08,158.02,3512,1.0,1.07,base,,
SKU011,2022-03-08,284.3,6318,1.0,1.07,base,,
SKU012,2022-03-08,136.92,13692,1.0,1.07,base,,
SKU013,2022-03-08,242.36,5386,1.0,1.07,base,,
SKU014,2022-03-08,107.05,10705,1.0,1.07,base,,
SKU001,2022-03-09,307.68,6837,1.0,1.07,base,,
SKU002,2022-03-09,149.21,14921,1.0,1.07,base,,
SKU003,2022-03-09,33.2,33200,1.0,1.07,base,,
SKU004,2022-03-09,240.17,5337,1.0,1.07,base,,
SKU005,2022-03-09,103.83,10383,1.0,1.07,base,,
SKU006,2022-03-09,139.2,3093,1.0,1.07,base,,
SKU007,2022-03-09,94.2,9420,1.0,1.07,base,,
SKU008,2022-03-09,163.43,3632,1.0,1.07,base,,
SKU009,2022-03-09,93.82,9382,1.0,1.07,base,,
SKU010,2022-03-09,163.14,3625,1.0,1.07,base,,
SKU011,2022-03-09,271.77,6039,1.0,1.07,base,,
SKU012,2022-03-09,134.59,13459,1.0,1.07,base,,
SKU013,2022-03-09,217.32,4829,1.0,1.07,base,,
SKU014,2022-03-09,104.36,10436,1.0,1.07,base,,
SKU001,2022-03-10,306.76,6817,1.0,1.07,base,,
SKU002,2022-03-10,137.58,13758,1.0,1.07,base,,
SKU003,2022-03-10,33.82,33820,1.0,1.07,base,,
SKU004,2022-03-10,222.06,4935,1.0,1.07,base,,
SKU005,2022-03-10,97.21,9721,1.0,1.07,base,,
SKU006,2022-03-10,138.71,3082,1.0,1.07,base,,
SKU007,2022-03-10,88.26,8826,1.0,1.07,base,,
SKU008,2022-03-10,165.2,3671,1.0,1.07,base,,
SKU009,2022-03-10,87.18,8718,1.0,1.07,base,,
SKU010,2022-03-10,152.83,3396,1.0,1.07,base,,
SKU011,2022-03-10,294.25,6539,1.0,1.07,base,,
SKU012,2022-03-10,128.35,12835,1.0,1.07,base,,
SKU013,2022-03-10,243.29,5406,1.0,1.07,base,,
SKU014,2022-03-10,100.28,10028,1.0,1.07,base,,
SKU001,2022-03-11,307.03,6823,1.0,1.07,base,,
SKU002,2022-03-11,138.64,13864,1.0,1.07,base,,
SKU003,2022-03-11,34.1,34100,1.0,1.07,base,,
SKU004,2022-03-11,235.7,5238,1.0,1.07,base,,
SKU005,2022-03-11,103.15,10315,1.0,1.07,base,,
SKU006,2022-03-11,136.28,3028,1.0,1.07,base,,
SKU007,2022-03-11,89.71,8971,1.0,1.07,base,,
SKU008,2022-03-11,177.99,3955,1.0,1.07,base,,
SKU009,2022-03-11,84.13,8413,1.0,1.07,base,,
SKU010,2022-03-11,151.45,3366,1.0,1.07,base,,
SKU011,2022-03-11,261.34,5808,1.0,1.07,base,,
SKU012,2022-03-11,128.84,12884,1.0,1.07,base,,
SKU013,2022-03-11,227.69,5060,1.0,1.07,base,,
SKU014,2022-03-11,104.6,10460,1.0,1.07,base,,
SKU001,2022-03-12,263.49,5855,1.0,1.08,base,,
SKU002,2022-03-12,122.25,12225,1.0,1.08,base,,
SKU003,2022-03-12,30.8,30800,1.0,1.08,base,,
SKU004,2022-03-12,215.99,4800,1.0,1.08,base,,
SKU005,2022-03-12,87.88,8788,1.0,1.08,base,,
SKU006,2022-03-12,123.25,2739,1.0,1.08,base,,
SKU007,2022-03-12,79.67,7967,1.0,1.08,base,,
SKU008,2022-03-12,153.9,3420,1.0,1.08,base,,
SKU009,2022-03-12,76.3,7630,1.0,1.08,base,,
SKU010,2022-03-12,143.69,3193,1.0,1.08,base,,
SKU011,2022-03-12,241.42,5365,1.0,1.08,base,,
SKU012,2022-03-12,123.57,12357,1.0,1.08,base,,
SKU013,2022-03-12,211.83,4707,1.0,1.08,base,,
SKU014,2022-03-12,93.7,9370,1.0,1.08,base,,
SKU001,2022-03-13,303.9,6753,1.0,1.08,base,,
SKU002,2022-03-13,123.01,12301,1.0,1.08,base,,
SKU003,2022-03-13,32.29,32290,1.0,1.08,base,,
SKU004,2022-03-13,231.56,5146,1.0,1.08,base,,
SKU005,2022-03-13,95.24,9524,1.0,1.08,base,,
SKU006,2022-03-13,125.14,2781,1.0,1.08,base,,
SKU007,2022-03-13,85.25,8525,1.0,1.08,base,,
SKU008,2022-03-13,159.01,3534,1.0,1.08,base,,
SKU009,2022-03-13,87.7,8770,1.0,1.08,base,,
SKU010,2022-03-13,151.95,3377,1.0,1.08,base,,
SKU011,2022-03-13,260.64,5792,1.0,1.08,base,,
SKU012,2022-03-13,125.55,12555,1.0,1.08,base,,
SKU013,2022-03-13,212.35,4719,1.0,1.08,base,,
SKU014,2022-03-13,95.47,9547,1.0,1.08,base,,
SKU001,2022-03-14,298.69,6638,1.0,1.08,base,,
SKU002,2022-03-14,143.51,14351,1.0,1.08,base,,
SKU003,2022-03-14,31.22,31220,1.0,1.08,base,,
SKU004,2022-03-14,246.9,5487,1.0,1.08,base,,
SKU005,2022-03-14,103.54,10354,1.0,1.08,base,,
SKU006,2022-03-14,134.3,2984,1.0,1.08,base,,
SKU007,2022-03-14,92.6,9260,1.0,1.08,base,,
SKU008,2022-03-14,173.85,3863,1.0,1.08,base,,
SKU009,2022-03-14,84.88,8488,1.0,1.08,base,,
SKU010,2022-03-14,170.19,3782,1.0,1.08,base,,
SKU011,2022-03-14,273.45,6077,1.0,1.08,base,,
SKU012,2022-03-14,152.0,15200,1.0,1.08,base,,
SKU013,2022-03-14,236.02,5245,1.0,1.08,base,,
SKU014,2022-03-14,102.43,10243,1.0,1.08,base,,
SKU001,2022-03-15,307.05,6823,1.0,1.08,base,,
SKU002,2022-03-15,135.54,13554,1.0,1.08,base,,
SKU003,2022-03-15,34.33,34330,1.0,1.08,base,,
SKU004,2022-03-15,255.99,5689,1.0,1.08,base,,
SKU005,2022-03-15,108.49,10849,1.0,1.08,base,,
SKU006,2022-03-15,139.37,3097,1.0,1.08,base,,
SKU007,2022-03-15,98.9,9890,1.0,1.08,base,,
SKU008,2022-03-15,153.19,3404,1.0,1.08,base,,
SKU009,2022-03-15,92.96,9296,1.0,1.08,base,,
SKU010,2022-03-15,168.99,3755,1.0,1.08,base,,
SKU011,2022-03-15,280.05,6223,1.0,1.08,base,,
SKU012,2022-03-15,127.21,12721,1.0,1.08,base,,
SKU013,2022-03-15,242.94,5399,1.0,1.08,base,,
SKU014,2022-03-15,106.11,10611,1.0,1.08,base,,
SKU001,2022-03-16,323.61,7191,1.0,1.08,base,,
SKU002,2022-03-16,136.95,13695,1.0,1.08,base,,
SKU003,2022-03-16,37.49,37490,1.0,1.08,base,,
SKU004,2022-03-16,243.92,5420,1.0,1.08,base,,
SKU005,2022-03-16,101.03,10103,1.0,1.08,base,,
SKU006,2022-03-16,130.82,2907,1.0,1.08,base,,
SKU007,2022-03-16,94.34,9434,1.0,1.08,base,,
SKU008,2022-03-16,178.84,3974,1.0,1.08,base,,
SKU009,2022-03-16,91.16,9116,1.0,1.08,base,,
SKU010,2022-03-16,154.64,3436,1.0,1.08,base,,
SKU011,2022-03-16,290.84,6463,1.0,1.08,base,,
SKU012,2022-03-16,130.3,13030,1.0,1.08,base,,
SKU013,2022-03-16,249.63,5547,1.0,1.08,base,,
SKU014,2022-03-16,98.51,9851,1.0,1.08,base,,
SKU001,2022-03-17,297.94,6621,1.0,1.08,base,,
SKU002,2022-03-17,128.56,12856,1.0,1.08,base,,
SKU003,2022-03-17,32.21,32210,1.0,1.08,base,,
SKU004,2022-03-17,235.89,5242,1.0,1.08,base,,
SKU005,2022-03-17,99.91,9991,1.0,1.08,base,,
SKU006,2022-03-17,143.4,3187,1.0,1.08,base,,
SKU007,2022-03-17,94.95,9495,1.0,1.08,base,,
SKU008,2022-03-17,168.6,3747,1.0,1.08,base,,
SKU009,2022-03-17,105.05,10505,1.0,1.08,base,,
SKU010,2022-03-17,157.26,3495,1.0,1.08,base,,
SKU011,2022-03-17,271.4,6031,1.0,1.08,base,,
SKU012,2022-03-17,127.7,12770,1.0,1.08,base,,
SKU013,2022-03-17,226.43,5032,1.0,1.08,base,,
SKU014,2022-03-17,103.83,10383,1.0,1.08,base,,
SKU001,2022-03-18,299.55,6657,1.0,1.08,base,,
SKU002,2022-03-18,133.06,13306,1.0,1.08,base,,
SKU003,2022-03-18,34.67,34670,1.0,1.08,base,,
SKU004,2022-03-18,232.54,5168,1.0,1.08,base,,
SKU005,2022-03-18,98.59,9859,1.0,1.08,base,,
SKU006,2022-03-18,141.8,3151,1.0,1.08,base,,
SKU007,2022-03-18,85.14,8514,1.0,1.08,base,,
SKU008,2022-03-18,161.3,3584,1.0,1.08,base,,
SKU009,2022-03-18,91.78,9178,1.0,1.08,base,,
SKU010,2022-03-18,165.94,3688,1.0,1.08,base,,
SKU011,2022-03-18,277.09,6158,1.0,1.08,base,,
SKU012,2022-03-18,134.93,13493,1.0,1.08,base,,
SKU013,2022-03-18,223.96,4977,1.0,1.08,base,,
SKU014,2022-03-18,107.52,10752,1.0,1.08,base,,
SKU001,2022-03-19,305.63,6792,1.0,1.08,base,,
SKU002,2022-03-19,125.9,12590,1.0,1.08,base,,
SKU003,2022-03-19,30.96,30960,1.0,1.08,base,,
SKU004,2022-03-19,220.17,4893,1.0,1.08,base,,
SKU005,2022-03-19,90.77,9077,1.0,1.08,base,,
SKU006,2022-03-19,124.65,2770,1.0,1.08,base,,
SKU007,2022-03-19,81.68,8168,1.0,1.08,base,,
SKU008,2022-03-19,156.19,3471,1.0,1.08,base,,
SKU009,2022-03-19,81.83,8183,1.0,1.08,base,,
SKU010,2022-03-19,150.36,3341,1.0,1.08,base,,
SKU011,2022-03-19,261.46,5810,1.0,1.08,base,,
SKU012,2022-03-19,123.2,12320,1.0,1.08,base,,
SKU013,2022-03-19,200.82,4463,1.0,1.08,base,,
SKU014,2022-03-19,97.54,9754,1.0,1.08,base,,
SKU001,2022-03-20,295.85,6574,1.0,1.08,base,,
SKU002,2022-03-20,123.33,12333,1.0,1.08,base,,
SKU003,2022-03-20,33.57,33570,1.0,1.08,base,,
SKU004,2022-03-20,213.65,4748,1.0,1.08,base,,
SKU005,2022-03-20,84.84,8484,1.0,1.08,base,,
SKU006,2022-03-20,121.19,2693,1.0,1.08,base,,
SKU007,2022-03-20,90.53,9053,1.0,1.08,base,,
SKU008,2022-03-20,154.55,3434,1.0,1.08,base,,
SKU009,2022-03-20,81.6,8160,1.0,1.08,base,,
SKU010,2022-03-20,146.77,3262,1.0,1.08,base,,
SKU011,2022-03-20,263.97,5866,1.0,1.08,base,,
SKU012,2022-03-20,125.11,12511,1.0,1.08,base,,
SKU013,2022-03-20,215.58,4791,1.0,1.08,base,,
SKU014,2022-03-20,93.33,9333,1.0,1.08,base,,
SKU001,2022-03-21,328.28,7295,1.0,1.08,base,,
SKU002,2022-03-21,137.83,13783,1.0,1.08,base,,
SKU003,2022-03-21,33.47,33470,1.0,1.08,base,,
SKU004,2022-03-21,242.14,5381,1.0,1.08,base,,
SKU005,2022-03-21,99.67,9967,1.0,1.08,base,,
SKU006,2022-03-21,127.19,2826,1.0,1.08,base,,
SKU007,2022-03-21,90.98,9098,1.0,1.08,base,,
SKU008,2022-03-21,159.74,3550,1.0,1.08,base,,
SKU009,2022-03-21,93.79,9379,1.0,1.08,base,,
SKU010,2022-03-21,159.07,3535,1.0,1.08,base,,
SKU011,2022-03-21,292.64,6503,1.0,1.08,base,,
SKU012,2022-03-21,134.35,13435,1.0,1.08,base,,
SKU013,2022-03-21,227.44,5054,1.0,1.08,base,,
SKU014,2022-03-21,94.92,9492,1.0,1.08,base,,
SKU001,2022-03-22,301.23,6694,1.0,1.08,base,,
SKU002,2022-03-22,125.17,12517,1.0,1.08,base,,
SKU003,2022-03-22,36.0,36000,1.0,1.08,base,,
SKU004,2022-03-22,233.63,5192,1.0,1.08,base,,
SKU005,2022-03-22,109.28,10928,1.0,1.08,base,,
SKU006,2022-03-22,118.33,2630,1.0,1.08,base,,
SKU007,2022-03-22,98.15,9815,1.0,1.08,base,,
SKU008,2022-03-22,170.22,3783,1.0,1.08,base,,
SKU009,2022-03-22,92.64,9264,1.0,1.08,base,,
SKU010,2022-03-22,150.94,3354,1.0,1.08,base,,
SKU011,2022-03-22,280.49,6233,1.0,1.08,base,,
SKU012,2022-03-22,134.09,13409,1.0,1.08,base,,
SKU013,2022-03-22,214.14,4759,1.0,1.08,base,,
SKU014,2022-03-22,96.29,9629,1.0,1.08,base,,
SKU001,2022-03-23,299.38,6653,1.0,1.08,base,,
SKU002,2022-03-23,139.28,13928,1.0,1.08,base,,
SKU003,2022-03-23,33.08,33080,1.0,1.08,base,,
SKU004,2022-03-23,219.57,4879,1.0,1.08,base,,
SKU005,2022-03-23,104.4,10440,1.0,1.08,base,,
SKU006,2022-03-23,121.83,2707,1.0,1.08,base,,
SKU007,2022-03-23,97.18,9718,1.0,1.08,base,,
SKU008,2022-03-23,187.82,4174,1.0,1.08,base,,
SKU009,2022-03-23,85.14,8514,1.0,1.08,base,,
SKU010,2022-03-23,167.85,3730,1.0,1.08,base,,
SKU011,2022-03-23,278.13,6181,1.0,1.08,base,,
SKU012,2022-03-23,133.26,13326,1.0,1.08,base,,
SKU013,2022-03-23,222.64,4948,1.0,1.08,base,,
SKU014,2022-03-23,105.86,10586,1.0,1.08,base,,
SKU001,2022-03-24,318.36,7075,1.0,1.08,base,,
SKU002,2022-03-24,118.98,11898,1.0,1.08,base,,
SKU003,2022-03-24,37.72,37720,1.0,1.08,base,,
SKU004,2022-03-24,244.43,5432,1.0,1.08,base,,
SKU005,2022-03-24,102.27,10227,1.0,1.08,base,,
SKU006,2022-03-24,131.8,2929,1.0,1.08,base,,
SKU007,2022-03-24,90.28,9028,1.0,1.08,base,,
SKU008,2022-03-24,181.74,4039,1.0,1.08,base,,
SKU009,2022-03-24,92.34,9234,1.0,1.08,base,,
SKU010,2022-03-24,162.49,3611,1.0,1.08,base,,
SKU011,2022-03-24,256.35,5697,1.0,1.08,base,,
SKU012,2022-03-24,134.32,13432,1.0,1.08,base,,
SKU013,2022-03-24,228.44,5076,1.0,1.08,base,,
SKU014,2022-03-24,106.11,10611,1.0,1.08,base,,
SKU001,2022-03-25,312.44,6943,1.0,1.08,base,,
SKU002,2022-03-25,143.09,14309,1.0,1.08,base,,
SKU003,2022-03-25,32.23,32230,1.0,1.08,base,,
SKU004,2022-03-25,240.14,5336,1.0,1.08,base,,
SKU005,2022-03-25,102.06,10206,1.0,1.08,base,,
SKU006,2022-03-25,126.38,2808,1.0,1.08,base,,
SKU007,2022-03-25,90.95,9095,1.0,1.08,base,,
SKU008,2022-03-25,165.95,3688,1.0,1.08,base,,
SKU009,2022-03-25,97.61,9761,1.0,1.08,base,,
SKU010,2022-03-25,156.27,3473,1.0,1.08,base,,
SKU011,2022-03-25,278.29,6184,1.0,1.08,base,,
SKU012,2022-03-25,128.33,12833,1.0,1.08,base,,
SKU013,2022-03-25,230.61,5125,1.0,1.08,base,,
SKU014,2022-03-25,100.43,10043,1.0,1.08,base,,
SKU001,2022-03-26,282.22,6272,1.0,1.08,base,,
SKU002,2022-03-26,143.66,14366,1.0,1.08,base,,
SKU003,2022-03-26,30.9,30900,1.0,1.08,base,,
SKU004,2022-03-26,217.88,4842,1.0,1.08,base,,
SKU005,2022-03-26,98.63,9863,1.0,1.08,base,,
SKU006,2022-03-26,121.0,2689,1.0,1.08,base,,
SKU007,2022-03-26,85.58,8558,1.0,1.08,base,,
SKU008,2022-03-26,161.31,3585,1.0,1.08,base,,
SKU009,2022-03-26,84.92,8492,1.0,1.08,base,,
SKU010,2022-03-26,163.66,3637,1.0,1.08,base,,
SKU011,2022-03-26,241.55,5368,1.0,1.08,base,,
SKU012,2022-03-26,135.51,13551,1.0,1.08,base,,
SKU013,2022-03-26,214.67,4770,1.0,1.08,base,,
SKU014,2022-03-26,98.67,9867,1.0,1.08,base,,
SKU001,2022-03-27,298.68,6637,1.0,1.08,base,,
SKU002,2022-03-27,137.68,13768,1.0,1.08,base,,
SKU003,2022-03-27,30.96,30960,1.0,1.08,base,,
SKU004,2022-03-27,225.73,5016,1.0,1.08,base,,
SKU005,2022-03-27,100.55,10055,1.0,1.08,base,,
SKU006,2022-03-27,122.34,2719,1.0,1.08,base,,
SKU007,2022-03-27,88.1,8810,1.0,1.08,base,,
SKU008,2022-03-27,157.18,3493,1.0,1.08,base,,
SKU009,2022-03-27,78.72,7872,1.0,1.08,base,,
SKU010,2022-03-27,136.18,3026,1.0,1.08,base,,
SKU011,2022-03-27,250.57,5568,1.0,1.08,base,,
SKU012,2022-03-27,132.09,13209,1.0,1.08,base,,
SKU013,2022-03-27,187.96,4177,1.0,1.08,base,,
SKU014,2022-03-27,95.34,9534,1.0,1.08,base,,
SKU001,2022-03-28,333.5,7411,1.0,1.08,base,,
SKU002,2022-03-28,128.08,12808,1.0,1.08,base,,
SKU003,2022-03-28,33.12,33120,1.0,1.08,base,,
SKU004,2022-03-28,246.3,5473,1.0,1.08,base,,
SKU005,2022-03-28,106.97,10697,1.0,1.08,base,,
