date,recipe_id,recipe_name,flour_type,required_hours,recipe_tons,cost_index
2020-08-31,R3,Brown Recipe,Brown,2.849411764705882,24.22,1.0
2020-09-01,R3,Brown Recipe,Brown,3.0623529411764707,26.03,1.0
2020-09-02,R3,Brown Recipe,Brown,3.005882352941176,25.549999999999997,1.0
2020-09-03,R3,Brown Recipe,Brown,2.867058823529412,24.37,1.0
2020-09-04,R3,Brown Recipe,Brown,2.341176470588235,19.9,1.0
2020-09-05,R3,Brown Recipe,Brown,2.3894117647058826,20.310000000000002,1.0
2020-09-06,R3,Brown Recipe,Brown,2.804705882352941,23.84,1.0
2020-09-07,R3,Brown Recipe,Brown,2.588235294117647,22.0,1.0
2020-09-08,R3,Brown Recipe,Brown,2.9835294117647058,25.36,1.0
2020-09-09,R3,Brown Recipe,Brown,2.9635294117647057,25.189999999999998,1.0
2020-09-10,R3,Brown Recipe,Brown,2.7929411764705883,23.740000000000002,1.0
2020-09-11,R3,Brown Recipe,Brown,2.222352941176471,18.89,1.0
2020-09-12,R3,Brown Recipe,Brown,2.1364705882352943,18.16,1.0
2020-09-13,R3,Brown Recipe,Brown,2.8058823529411767,23.85,1.0
2020-09-14,R3,Brown Recipe,Brown,2.7235294117647055,23.15,1.0
2020-09-15,R3,Brown Recipe,Brown,2.8623529411764705,24.33,1.0
2020-09-16,R3,Brown Recipe,Brown,2.8105882352941176,23.89,1.0
2020-09-17,R3,Brown Recipe,Brown,2.7105882352941175,23.04,1.0
2020-09-18,R3,Brown Recipe,Brown,2.427058823529412,20.630000000000003,1.0
2020-09-19,R3,Brown Recipe,Brown,2.3388235294117647,19.88,1.0
2020-09-20,R3,Brown Recipe,Brown,2.663529411764706,22.64,1.0
2020-09-21,R3,Brown Recipe,Brown,2.601176470588235,22.11,1.0
2020-09-22,R3,Brown Recipe,Brown,2.8976470588235292,24.63,1.0
2020-09-23,R3,Brown Recipe,Brown,2.767058823529412,23.52,1.0
2020-09-24,R3,Brown Recipe,Brown,2.744705882352941,23.33,1.0
2020-09-25,R3,Brown Recipe,Brown,2.512941176470588,21.36,1.0
2020-09-26,R3,Brown Recipe,Brown,2.436470588235294,20.71,1.0
2020-09-27,R3,Brown Recipe,Brown,2.6470588235294117,22.5,1.0
2020-09-28,R3,Brown Recipe,Brown,2.775294117647059,23.59,1.0
2020-09-29,R3,Brown Recipe,Brown,2.7188235294117646,23.11,1.0
2020-09-30,R3,Brown Recipe,Brown,2.277647058823529,19.36,1.0
2020-10-01,R3,Brown Recipe,Brown,2.836470588235294,24.11,1.0
2020-10-02,R3,Brown Recipe,Brown,2.6047058823529414,22.14,1.0
2020-10-03,R3,Brown Recipe,Brown,2.3529411764705883,20.0,1.0
2020-10-04,R3,Brown Recipe,Brown,2.843529411764706,24.17,1.0
2020-10-05,R3,Brown Recipe,Brown,2.8600000000000003,24.310000000000002,1.0
2020-10-06,R3,Brown Recipe,Brown,2.5376470588235294,21.57,1.0
2020-10-07,R3,Brown Recipe,Brown,3.0588235294117645,26.0,1.0
2020-10-08,R3,Brown Recipe,Brown,3.2011764705882353,27.21,1.0
2020-10-09,R3,Brown Recipe,Brown,2.4435294117647057,20.77,1.0
2020-10-10,R3,Brown Recipe,Brown,2.236470588235294,19.009999999999998,1.0
2020-10-11,R3,Brown Recipe,Brown,2.938823529411765,24.98,1.0
2020-10-12,R3,Brown Recipe,Brown,3.0223529411764702,25.689999999999998,1.0
2020-10-13,R3,Brown Recipe,Brown,2.658823529411765,22.6,1.0
2020-10-14,R3,Brown Recipe,Brown,2.912941176470588,24.759999999999998,1.0
2020-10-15,R3,Brown Recipe,Brown,2.62,22.27,1.0
2020-10-16,R3,Brown Recipe,Brown,2.2,18.700000000000003,1.0
2020-10-17,R3,Brown Recipe,Brown,2.3717647058823528,20.16,1.0
2020-10-18,R3,Brown Recipe,Brown,2.742352941176471,23.310000000000002,1.0
2020-10-19,R3,Brown Recipe,Brown,2.692941176470588,22.89,1.0
2020-10-20,R3,Brown Recipe,Brown,2.8882352941176466,24.549999999999997,1.0
2020-10-21,R3,Brown Recipe,Brown,2.894117647058824,24.6,1.0
2020-10-22,R3,Brown Recipe,Brown,2.7070588235294117,23.009999999999998,1.0
2020-10-23,R3,Brown Recipe,Brown,2.6129411764705885,22.21,1.0
2020-10-24,R3,Brown Recipe,Brown,1.5823529411764705,13.45,1.0
2020-10-25,R3,Brown Recipe,Brown,2.9694117647058826,25.240000000000002,1.0
2020-10-26,R3,Brown Recipe,Brown,2.6305882352941174,22.36,1.0
2020-10-27,R3,Brown Recipe,Brown,2.8764705882352946,24.450000000000003,1.0
2020-10-28,R3,Brown Recipe,Brown,3.011764705882353,25.6,1.0
2020-10-29,R3,Brown Recipe,Brown,2.7811764705882354,23.64,1.0
2020-10-30,R3,Brown Recipe,Brown,2.421176470588235,20.58,1.0
2020-10-31,R3,Brown Recipe,Brown,2.434117647058823,20.689999999999998,1.0
2020-11-01,R3,Brown Recipe,Brown,2.6470588235294117,22.5,1.0
2020-11-02,R3,Brown Recipe,Brown,3.3694117647058826,28.64,1.0
2020-11-03,R3,Brown Recipe,Brown,3.108235294117647,26.42,1.0
2020-11-04,R3,Brown Recipe,Brown,2.5164705882352942,21.39,1.0
2020-11-05,R3,Brown Recipe,Brown,3.0894117647058827,26.26,1.0
2020-11-06,R3,Brown Recipe,Brown,2.4576470588235293,20.89,1.0
2020-11-07,R3,Brown Recipe,Brown,2.3694117647058826,20.14,1.0
2020-11-08,R3,Brown Recipe,Brown,2.898823529411765,24.64,1.0
2020-11-09,R3,Brown Recipe,Brown,2.9094117647058826,24.73,1.0
2020-11-10,R3,Brown Recipe,Brown,2.564705882352941,21.799999999999997,1.0
2020-11-11,R3,Brown Recipe,Brown,2.72,23.12,1.0
2020-11-12,R3,Brown Recipe,Brown,2.7470588235294118,23.35,1.0
2020-11-13,R3,Brown Recipe,Brown,2.4564705882352946,20.880000000000003,1.0
2020-11-14,R3,Brown Recipe,Brown,2.3082352941176474,19.62,1.0
2020-11-15,R3,Brown Recipe,Brown,2.8082352941176474,23.87,1.0
2020-11-16,R3,Brown Recipe,Brown,3.0952941176470588,26.31,1.0
2020-11-17,R3,Brown Recipe,Brown,3.123529411764706,26.55,1.0
2020-11-18,R3,Brown Recipe,Brown,3.185882352941176,27.08,1.0
2020-11-19,R3,Brown Recipe,Brown,3.216470588235294,27.34,1.0
2020-11-20,R3,Brown Recipe,Brown,2.481176470588235,21.09,1.0
2020-11-21,R3,Brown Recipe,Brown,2.6388235294117646,22.43,1.0
2020-11-22,R3,Brown Recipe,Brown,2.7858823529411763,23.68,1.0
2020-11-23,R3,Brown Recipe,Brown,2.4352941176470586,20.7,1.0
2020-11-24,R3,Brown Recipe,Brown,2.9105882352941177,24.740000000000002,1.0
2020-11-25,R3,Brown Recipe,Brown,2.8058823529411767,23.85,1.0
2020-11-26,R3,Brown Recipe,Brown,2.8623529411764705,24.33,1.0
2020-11-27,R3,Brown Recipe,Brown,2.5905882352941174,22.02,1.0
2020-11-28,R3,Brown Recipe,Brown,2.484705882352941,21.119999999999997,1.0
2020-11-29,R3,Brown Recipe,Brown,3.056470588235294,25.979999999999997,1.0
2020-11-30,R3,Brown Recipe,Brown,2.978823529411765,25.32,1.0
2020-12-01,R3,Brown Recipe,Brown,3.1611764705882353,26.87,1.0
2020-12-02,R3,Brown Recipe,Brown,3.2752941176470594,27.840000000000003,1.0
2020-12-03,R3,Brown Recipe,Brown,3.1741176470588237,26.98,1.0
2020-12-04,R3,Brown Recipe,Brown,2.570588235294118,21.85,1.0
2020-12-05,R3,Brown Recipe,Brown,2.6376470588235295,22.42,1.0
2020-12-06,R3,Brown Recipe,Brown,2.878823529411765,24.47,1.0
2020-12-07,R3,Brown Recipe,Brown,3.2129411764705886,27.310000000000002,1.0
2020-12-08,R3,Brown Recipe,Brown,2.682352941176471,22.8,1.0
2020-12-09,R3,Brown Recipe,Brown,3.0941176470588236,26.3,1.0
2020-12-10,R3,Brown Recipe,Brown,3.3470588235294123,28.450000000000003,1.0
2020-12-11,R3,Brown Recipe,Brown,2.6541176470588237,22.560000000000002,1.0
2020-12-12,R3,Brown Recipe,Brown,2.7105882352941175,23.04,1.0
2020-12-13,R3,Brown Recipe,Brown,2.836470588235294,24.11,1.0
2020-12-14,R3,Brown Recipe,Brown,3.2823529411764705,27.9,1.0
2020-12-15,R3,Brown Recipe,Brown,3.1811764705882353,27.04,1.0
2020-12-16,R3,Brown Recipe,Brown,2.841176470588235,24.15,1.0
2020-12-17,R3,Brown Recipe,Brown,2.8,23.799999999999997,1.0
2020-12-18,R3,Brown Recipe,Brown,2.741176470588235,23.299999999999997,1.0
2020-12-19,R3,Brown Recipe,Brown,2.605882352941176,22.15,1.0
2020-12-20,R3,Brown Recipe,Brown,2.9811764705882355,25.340000000000003,1.0
2020-12-21,R3,Brown Recipe,Brown,3.391764705882353,28.83,1.0
2020-12-22,R3,Brown Recipe,Brown,2.844705882352941,24.18,1.0
2020-12-23,R3,Brown Recipe,Brown,3.2470588235294118,27.6,1.0
2020-12-24,R3,Brown Recipe,Brown,3.1399999999999997,26.689999999999998,1.0
2020-12-25,R3,Brown Recipe,Brown,2.9776470588235298,25.310000000000002,1.0
2020-12-26,R3,Brown Recipe,Brown,2.9611764705882355,25.17,1.0
2020-12-27,R3,Brown Recipe,Brown,3.4541176470588235,29.36,1.0
2020-12-28,R3,Brown Recipe,Brown,3.3105882352941176,28.14,1.0
2020-12-29,R3,Brown Recipe,Brown,3.2600000000000002,27.71,1.0
2020-12-30,R3,Brown Recipe,Brown,3.2964705882352945,28.020000000000003,1.0
2020-12-31,R3,Brown Recipe,Brown,3.6894117647058824,31.36,1.0
2021-01-01,R3,Brown Recipe,Brown,2.7623529411764705,23.48,1.0
2021-01-02,R3,Brown Recipe,Brown,2.672941176470588,22.72,1.0
2021-01-03,R3,Brown Recipe,Brown,3.2317647058823527,27.47,1.0
2021-01-04,R3,Brown Recipe,Brown,3.0494117647058827,25.92,1.0
2021-01-05,R3,Brown Recipe,Brown,3.108235294117647,26.42,1.0
2021-01-06,R3,Brown Recipe,Brown,3.351764705882353,28.490000000000002,1.0
2021-01-07,R3,Brown Recipe,Brown,3.0258823529411765,25.72,1.0
2021-01-08,R3,Brown Recipe,Brown,2.9835294117647058,25.36,1.0
2021-01-09,R3,Brown Recipe,Brown,2.7929411764705883,23.740000000000002,1.0
2021-01-10,R3,Brown Recipe,Brown,3.5341176470588236,30.04,1.0
2021-01-11,R3,Brown Recipe,Brown,3.5952941176470588,30.56,1.0
2021-01-12,R3,Brown Recipe,Brown,3.367058823529412,28.62,1.0
2021-01-13,R3,Brown Recipe,Brown,3.6988235294117646,31.439999999999998,1.0
2021-01-14,R3,Brown Recipe,Brown,3.4670588235294115,29.47,1.0
2021-01-15,R3,Brown Recipe,Brown,3.155294117647059,26.82,1.0
2021-01-16,R3,Brown Recipe,Brown,2.692941176470588,22.89,1.0
2021-01-17,R3,Brown Recipe,Brown,3.1964705882352944,27.17,1.0
2021-01-18,R3,Brown Recipe,Brown,3.156470588235294,26.83,1.0
2021-01-19,R3,Brown Recipe,Brown,3.6470588235294117,31.0,1.0
2021-01-20,R3,Brown Recipe,Brown,3.5458823529411765,30.14,1.0
2021-01-21,R3,Brown Recipe,Brown,3.5341176470588236,30.04,1.0
2021-01-22,R3,Brown Recipe,Brown,2.84,24.14,1.0
2021-01-23,R3,Brown Recipe,Brown,2.5223529411764702,21.439999999999998,1.0
2021-01-24,R3,Brown Recipe,Brown,3.5905882352941174,30.52,1.0
2021-01-25,R3,Brown Recipe,Brown,3.3011764705882354,28.060000000000002,1.0
2021-01-26,R3,Brown Recipe,Brown,3.171764705882353,26.96,1.0
2021-01-27,R3,Brown Recipe,Brown,3.5694117647058823,30.34,1.0
2021-01-28,R3,Brown Recipe,Brown,3.429411764705882,29.15,1.0
2021-01-29,R3,Brown Recipe,Brown,3.085882352941176,26.229999999999997,1.0
2021-01-30,R3,Brown Recipe,Brown,3.203529411764706,27.23,1.0
2021-01-31,R3,Brown Recipe,Brown,3.5141176470588236,29.87,1.0
2021-02-01,R3,Brown Recipe,Brown,3.364705882352941,28.6,1.0
2021-02-02,R3,Brown Recipe,Brown,3.8129411764705887,32.410000000000004,1.0
2021-02-03,R3,Brown Recipe,Brown,3.114117647058823,26.47,1.0
2021-02-04,R3,Brown Recipe,Brown,3.6470588235294117,31.0,1.0
2021-02-05,R3,Brown Recipe,Brown,3.1623529411764704,26.88,1.0
2021-02-06,R3,Brown Recipe,Brown,2.949411764705882,25.07,1.0
2021-02-07,R3,Brown Recipe,Brown,3.6152941176470588,30.73,1.0
2021-02-08,R3,Brown Recipe,Brown,3.683529411764706,31.31,1.0
2021-02-09,R3,Brown Recipe,Brown,3.6952941176470584,31.409999999999997,1.0
2021-02-10,R3,Brown Recipe,Brown,3.9388235294117644,33.48,1.0
2021-02-11,R3,Brown Recipe,Brown,3.255294117647059,27.67,1.0
2021-02-12,R3,Brown Recipe,Brown,3.229411764705883,27.450000000000003,1.0
2021-02-13,R3,Brown Recipe,Brown,3.2858823529411763,27.93,1.0
2021-02-14,R3,Brown Recipe,Brown,3.177647058823529,27.009999999999998,1.0
2021-02-15,R3,Brown Recipe,Brown,3.511764705882353,29.85,1.0
2021-02-16,R3,Brown Recipe,Brown,3.2952941176470585,28.009999999999998,1.0
2021-02-17,R3,Brown Recipe,Brown,3.5470588235294116,30.15,1.0
2021-02-18,R3,Brown Recipe,Brown,3.3023529411764705,28.07,1.0
2021-02-19,R3,Brown Recipe,Brown,3.257647058823529,27.689999999999998,1.0
2021-02-20,R3,Brown Recipe,Brown,3.2023529411764704,27.22,1.0
2021-02-21,R3,Brown Recipe,Brown,3.51764705882353,29.900000000000002,1.0
2021-02-22,R3,Brown Recipe,Brown,3.814117647058824,32.42,1.0
2021-02-23,R3,Brown Recipe,Brown,3.671764705882353,31.21,1.0
2021-02-24,R3,Brown Recipe,Brown,3.5023529411764707,29.77,1.0
2021-02-25,R3,Brown Recipe,Brown,3.7870588235294114,32.19,1.0
2021-02-26,R3,Brown Recipe,Brown,2.98,25.33,1.0
2021-02-27,R3,Brown Recipe,Brown,3.3011764705882354,28.060000000000002,1.0
2021-02-28,R3,Brown Recipe,Brown,3.905882352941177,33.2,1.0
2021-03-01,R3,Brown Recipe,Brown,3.6811764705882353,31.29,1.0
2021-03-02,R3,Brown Recipe,Brown,3.48,29.58,1.0
2021-03-03,R3,Brown Recipe,Brown,3.690588235294118,31.37,1.0
2021-03-04,R3,Brown Recipe,Brown,3.7247058823529415,31.660000000000004,1.0
2021-03-05,R3,Brown Recipe,Brown,3.1247058823529414,26.560000000000002,1.0
2021-03-06,R3,Brown Recipe,Brown,2.9176470588235297,24.8,1.0
2021-03-07,R3,Brown Recipe,Brown,3.5976470588235294,30.58,1.0
2021-03-08,R3,Brown Recipe,Brown,3.751764705882353,31.89,1.0
2021-03-09,R3,Brown Recipe,Brown,3.5894117647058827,30.51,1.0
2021-03-10,R3,Brown Recipe,Brown,3.8952941176470586,33.11,1.0
2021-03-11,R3,Brown Recipe,Brown,3.8870588235294115,33.04,1.0
2021-03-12,R3,Brown Recipe,Brown,2.878823529411765,24.47,1.0
2021-03-13,R3,Brown Recipe,Brown,3.3776470588235297,28.71,1.0
2021-03-14,R3,Brown Recipe,Brown,3.863529411764706,32.84,1.0
2021-03-15,R3,Brown Recipe,Brown,3.54,30.09,1.0
2021-03-16,R3,Brown Recipe,Brown,3.3188235294117647,28.21,1.0
2021-03-17,R3,Brown Recipe,Brown,4.0070588235294125,34.06,1.0
2021-03-18,R3,Brown Recipe,Brown,4.021176470588236,34.18,1.0
2021-03-19,R3,Brown Recipe,Brown,3.0247058823529414,25.71,1.0
2021-03-20,R3,Brown Recipe,Brown,3.098823529411765,26.340000000000003,1.0
2021-03-21,R3,Brown Recipe,Brown,3.8882352941176466,33.05,1.0
2021-03-22,R3,Brown Recipe,Brown,4.290588235294117,36.47,1.0
2021-03-23,R3,Brown Recipe,Brown,3.650588235294118,31.03,1.0
2021-03-24,R3,Brown Recipe,Brown,3.7988235294117647,32.29,1.0
2021-03-25,R3,Brown Recipe,Brown,3.5176470588235293,29.9,1.0
2021-03-26,R3,Brown Recipe,Brown,3.101176470588235,26.36,1.0
2021-03-27,R3,Brown Recipe,Brown,3.487058823529412,29.64,1.0
2021-03-28,R3,Brown Recipe,Brown,3.987058823529412,33.89,1.0
2021-03-29,R3,Brown Recipe,Brown,3.7317647058823527,31.72,1.0
2021-03-30,R3,Brown Recipe,Brown,3.583529411764706,30.46,1.0
2021-03-31,R3,Brown Recipe,Brown,4.062352941176471,34.53,1.0
2021-04-01,R3,Brown Recipe,Brown,3.916470588235294,33.29,1.0
2021-04-02,R3,Brown Recipe,Brown,3.4176470588235297,29.05,1.0
2021-04-03,R3,Brown Recipe,Brown,3.348235294117647,28.46,1.0
2021-04-04,R3,Brown Recipe,Brown,3.763529411764706,31.990000000000002,1.0
2021-04-05,R3,Brown Recipe,Brown,3.935294117647059,33.45,1.0
2021-04-06,R3,Brown Recipe,Brown,3.7835294117647056,32.16,1.0
2021-04-07,R3,Brown Recipe,Brown,4.163529411764706,35.39,1.0
2021-04-08,R3,Brown Recipe,Brown,3.812941176470588,32.41,1.0
2021-04-09,R3,Brown Recipe,Brown,2.8458823529411763,24.189999999999998,1.0
2021-04-10,R3,Brown Recipe,Brown,3.2164705882352944,27.340000000000003,1.0
2021-04-11,R3,Brown Recipe,Brown,3.4517647058823533,29.340000000000003,1.0
2021-04-12,R3,Brown Recipe,Brown,4.0070588235294125,34.06,1.0
2021-04-13,R3,Brown Recipe,Brown,8.490588235294117,72.17,1.0
2021-04-14,R3,Brown Recipe,Brown,8.624705882352941,73.31,1.0
2021-04-15,R3,Brown Recipe,Brown,9.170588235294117,77.94999999999999,1.0
2021-04-16,R3,Brown Recipe,Brown,7.022352941176471,59.69,1.0
2021-04-17,R3,Brown Recipe,Brown,7.063529411764706,60.04,1.0
2021-04-18,R3,Brown Recipe,Brown,7.752941176470589,65.9,1.0
2021-04-19,R3,Brown Recipe,Brown,9.38,79.73,1.0
2021-04-20,R3,Brown Recipe,Brown,9.81529411764706,83.43,1.0
2021-04-21,R3,Brown Recipe,Brown,9.568235294117647,81.33,1.0
2021-04-22,R3,Brown Recipe,Brown,8.90235294117647,75.67,1.0
2021-04-23,R3,Brown Recipe,Brown,7.592941176470589,64.54,1.0
2021-04-24,R3,Brown Recipe,Brown,7.875294117647059,66.94,1.0
2021-04-25,R3,Brown Recipe,Brown,8.764705882352942,74.5,1.0
2021-04-26,R3,Brown Recipe,Brown,8.789411764705884,74.71000000000001,1.0
2021-04-27,R3,Brown Recipe,Brown,8.82,74.97,1.0
2021-04-28,R3,Brown Recipe,Brown,9.581176470588234,81.44,1.0
2021-04-29,R3,Brown Recipe,Brown,9.537647058823529,81.07,1.0
2021-04-30,R3,Brown Recipe,Brown,8.254117647058823,70.16,1.0
2021-05-01,R3,Brown Recipe,Brown,7.318823529411765,62.21,1.0
2021-05-02,R3,Brown Recipe,Brown,9.508235294117647,80.82,1.0
2021-05-03,R3,Brown Recipe,Brown,10.025882352941176,85.22,1.0
2021-05-04,R3,Brown Recipe,Brown,10.018823529411764,85.16,1.0
2021-05-05,R3,Brown Recipe,Brown,9.15764705882353,77.84,1.0
2021-05-06,R3,Brown Recipe,Brown,11.041176470588235,93.85,1.0
2021-05-07,R3,Brown Recipe,Brown,7.583529411764705,64.46,1.0
2021-05-08,R3,Brown Recipe,Brown,7.289411764705882,61.96,1.0
2021-05-09,R3,Brown Recipe,Brown,8.401176470588235,71.41,1.0
2021-05-10,R3,Brown Recipe,Brown,9.361176470588234,79.57,1.0
2021-05-11,R3,Brown Recipe,Brown,9.116470588235295,77.49000000000001,1.0
2021-05-12,R3,Brown Recipe,Brown,9.934117647058823,84.44,1.0
2021-05-13,R3,Brown Recipe,Brown,3.576470588235294,30.4,1.0
2021-05-14,R3,Brown Recipe,Brown,3.623529411764706,30.8,1.0
2021-05-15,R3,Brown Recipe,Brown,2.8752941176470586,24.439999999999998,1.0
2021-05-16,R3,Brown Recipe,Brown,3.34,28.39,1.0
2021-05-17,R3,Brown Recipe,Brown,3.8129411764705887,32.410000000000004,1.0
2021-05-18,R3,Brown Recipe,Brown,3.5752941176470587,30.39,1.0
2021-05-19,R3,Brown Recipe,Brown,3.6188235294117646,30.759999999999998,1.0
2021-05-20,R3,Brown Recipe,Brown,3.9894117647058818,33.91,1.0
2021-05-21,R3,Brown Recipe,Brown,3.3011764705882354,28.060000000000002,1.0
2021-05-22,R3,Brown Recipe,Brown,3.0329411764705885,25.78,1.0
2021-05-23,R3,Brown Recipe,Brown,3.777647058823529,32.11,1.0
2021-05-24,R3,Brown Recipe,Brown,3.6999999999999997,31.45,1.0
2021-05-25,R3,Brown Recipe,Brown,3.1294117647058823,26.6,1.0
2021-05-26,R3,Brown Recipe,Brown,3.5541176470588236,30.21,1.0
2021-05-27,R3,Brown Recipe,Brown,3.2682352941176473,27.78,1.0
2021-05-28,R3,Brown Recipe,Brown,3.1905882352941175,27.119999999999997,1.0
2021-05-29,R3,Brown Recipe,Brown,3.328235294117647,28.29,1.0
2021-05-30,R3,Brown Recipe,Brown,3.027058823529412,25.73,1.0
2021-05-31,R3,Brown Recipe,Brown,3.2705882352941176,27.8,1.0
2021-06-01,R3,Brown Recipe,Brown,3.4717647058823533,29.51,1.0
2021-06-02,R3,Brown Recipe,Brown,3.3211764705882354,28.23,1.0
2021-06-03,R3,Brown Recipe,Brown,3.162352941176471,26.880000000000003,1.0
2021-06-04,R3,Brown Recipe,Brown,2.908235294117647,24.72,1.0
2021-06-05,R3,Brown Recipe,Brown,3.0270588235294116,25.729999999999997,1.0
2021-06-06,R3,Brown Recipe,Brown,3.7317647058823527,31.72,1.0
2021-06-07,R3,Brown Recipe,Brown,3.7494117647058824,31.87,1.0
2021-06-08,R3,Brown Recipe,Brown,3.687058823529412,31.340000000000003,1.0
2021-06-09,R3,Brown Recipe,Brown,3.5270588235294116,29.979999999999997,1.0
2021-06-10,R3,Brown Recipe,Brown,3.6458823529411766,30.990000000000002,1.0
2021-06-11,R3,Brown Recipe,Brown,3.0423529411764707,25.86,1.0
2021-06-12,R3,Brown Recipe,Brown,3.151764705882353,26.79,1.0
2021-06-13,R3,Brown Recipe,Brown,3.543529411764706,30.12,1.0
2021-06-14,R3,Brown Recipe,Brown,3.4858823529411764,29.63,1.0
2021-06-15,R3,Brown Recipe,Brown,3.878823529411765,32.97,1.0
2021-06-16,R3,Brown Recipe,Brown,3.723529411764706,31.650000000000002,1.0
2021-06-17,R3,Brown Recipe,Brown,3.4247058823529413,29.11,1.0
2021-06-18,R3,Brown Recipe,Brown,2.5752941176470587,21.89,1.0
2021-06-19,R3,Brown Recipe,Brown,2.757647058823529,23.439999999999998,1.0
2021-06-20,R3,Brown Recipe,Brown,3.429411764705882,29.15,1.0
2021-06-21,R3,Brown Recipe,Brown,2.951764705882353,25.09,1.0
2021-06-22,R3,Brown Recipe,Brown,3.0517647058823525,25.939999999999998,1.0
2021-06-23,R3,Brown Recipe,Brown,3.52,29.92,1.0
2021-06-24,R3,Brown Recipe,Brown,3.4929411764705884,29.69,1.0
2021-06-25,R3,Brown Recipe,Brown,2.836470588235294,24.11,1.0
2021-06-26,R3,Brown Recipe,Brown,3.005882352941176,25.549999999999997,1.0
2021-06-27,R3,Brown Recipe,Brown,3.0094117647058822,25.58,1.0
2021-06-28,R3,Brown Recipe,Brown,3.5623529411764707,30.28,1.0
2021-06-29,R3,Brown Recipe,Brown,3.2258823529411766,27.42,1.0
2021-06-30,R3,Brown Recipe,Brown,3.3658823529411763,28.61,1.0
2021-07-01,R3,Brown Recipe,Brown,5.145882352941177,43.74,1.0
2021-07-02,R3,Brown Recipe,Brown,5.6376470588235295,47.92,1.0
2021-07-03,R3,Brown Recipe,Brown,5.495294117647059,46.71,1.0
2021-07-04,R3,Brown Recipe,Brown,6.189411764705882,52.61,1.0
2021-07-05,R3,Brown Recipe,Brown,5.942352941176471,50.51,1.0
2021-07-06,R3,Brown Recipe,Brown,6.171764705882352,52.459999999999994,1.0
2021-07-07,R3,Brown Recipe,Brown,5.089411764705883,43.260000000000005,1.0
2021-07-08,R3,Brown Recipe,Brown,5.698823529411764,48.44,1.0
2021-07-09,R3,Brown Recipe,Brown,5.541176470588235,47.1,1.0
2021-07-10,R3,Brown Recipe,Brown,5.070588235294117,43.1,1.0
2021-07-11,R3,Brown Recipe,Brown,5.244705882352941,44.58,1.0
2021-07-12,R3,Brown Recipe,Brown,5.947058823529411,50.55,1.0
2021-07-13,R3,Brown Recipe,Brown,5.604705882352941,47.64,1.0
2021-07-14,R3,Brown Recipe,Brown,5.707058823529413,48.510000000000005,1.0
2021-07-15,R3,Brown Recipe,Brown,5.7,48.45,1.0
2021-07-16,R3,Brown Recipe,Brown,5.050588235294118,42.93,1.0
2021-07-17,R3,Brown Recipe,Brown,5.15764705882353,43.84,1.0
2021-07-18,R3,Brown Recipe,Brown,5.878823529411765,49.97,1.0
2021-07-19,R3,Brown Recipe,Brown,5.33764705882353,45.370000000000005,1.0
2021-07-20,R3,Brown Recipe,Brown,6.525882352941176,55.47,1.0
2021-07-21,R3,Brown Recipe,Brown,5.816470588235294,49.44,1.0
2021-07-22,R3,Brown Recipe,Brown,6.0447058823529405,51.379999999999995,1.0
2021-07-23,R3,Brown Recipe,Brown,5.647058823529412,48.0,1.0
2021-07-24,R3,Brown Recipe,Brown,4.544705882352941,38.63,1.0
2021-07-25,R3,Brown Recipe,Brown,5.628235294117648,47.84,1.0
2021-07-26,R3,Brown Recipe,Brown,5.335294117647059,45.35,1.0
2021-07-27,R3,Brown Recipe,Brown,5.711764705882352,48.55,1.0
2021-07-28,R3,Brown Recipe,Brown,5.436470588235294,46.21,1.0
2021-07-29,R3,Brown Recipe,Brown,5.4682352941176475,46.480000000000004,1.0
2021-07-30,R3,Brown Recipe,Brown,5.18,44.03,1.0
2021-07-31,R3,Brown Recipe,Brown,4.4811764705882355,38.09,1.0
2021-08-01,R3,Brown Recipe,Brown,2.9023529411764706,24.67,1.0
2021-08-02,R3,Brown Recipe,Brown,2.9141176470588235,24.77,1.0
2021-08-03,R3,Brown Recipe,Brown,2.968235294117647,25.23,1.0
2021-08-04,R3,Brown Recipe,Brown,3.087058823529412,26.240000000000002,1.0
2021-08-05,R3,Brown Recipe,Brown,3.1458823529411766,26.740000000000002,1.0
2021-08-06,R3,Brown Recipe,Brown,2.836470588235294,24.11,1.0
2021-08-07,R3,Brown Recipe,Brown,2.2141176470588237,18.82,1.0
2021-08-08,R3,Brown Recipe,Brown,2.7305882352941175,23.21,1.0
2021-08-09,R3,Brown Recipe,Brown,3.32,28.22,1.0
2021-08-10,R3,Brown Recipe,Brown,3.0517647058823525,25.939999999999998,1.0
2021-08-11,R3,Brown Recipe,Brown,2.9741176470588235,25.28,1.0
2021-08-12,R3,Brown Recipe,Brown,3.0541176470588236,25.96,1.0
2021-08-13,R3,Brown Recipe,Brown,2.735294117647059,23.25,1.0
2021-08-14,R3,Brown Recipe,Brown,2.428235294117647,20.64,1.0
2021-08-15,R3,Brown Recipe,Brown,2.8105882352941176,23.89,1.0
2021-08-16,R3,Brown Recipe,Brown,3.018823529411765,25.66,1.0
2021-08-17,R3,Brown Recipe,Brown,3.0976470588235294,26.33,1.0
2021-08-18,R3,Brown Recipe,Brown,2.9258823529411764,24.869999999999997,1.0
2021-08-19,R3,Brown Recipe,Brown,2.6341176470588237,22.39,1.0
2021-08-20,R3,Brown Recipe,Brown,2.7458823529411767,23.34,1.0
2021-08-21,R3,Brown Recipe,Brown,2.6388235294117646,22.43,1.0
