mill_id,date,recipe_id,planned_hours,actual_hours,status,changeover_hours,tons_produced
M2,2022-01-12,R1,2.93,2.81,completed,1.5,122.15
M3,2022-01-12,R1,2.62,2.72,completed,0.0,57.12
M3,2022-01-12,R5,1.48,1.42,completed,2.0,30.04
M1,2022-01-13,R2,15.46,14.85,completed,0.0,853.25
M1,2022-01-13,R1,5.04,5.19,completed,1.5,237.51
M2,2022-01-13,R3,8.92,9.07,completed,0.0,357.68
M2,2022-01-13,R4,6.75,6.53,completed,1.5,304.32
M2,2022-01-13,R1,3.33,3.45,completed,1.5,138.97
M3,2022-01-13,R1,2.53,2.56,completed,0.0,55.06
M3,2022-01-13,R5,1.57,1.53,completed,2.0,31.96
M1,2022-01-14,R2,15.25,15.69,completed,0.0,841.94
M1,2022-01-14,R1,5.25,5.24,completed,1.5,247.15
M2,2022-01-14,R3,9.08,8.91,completed,0.0,363.92
M2,2022-01-14,R4,6.42,6.58,completed,1.5,289.45
M2,2022-01-14,R1,3.51,3.57,completed,1.5,146.22
M3,2022-01-14,R1,2.62,2.64,completed,0.0,57.04
M3,2022-01-14,R5,1.48,1.53,completed,2.0,30.11
M1,2022-01-15,R2,9.69,9.97,completed,0.0,534.79
M1,2022-01-15,R1,5.31,5.2,completed,1.5,250.19
M2,2022-01-15,R3,5.86,6.04,completed,0.0,235.16
M2,2022-01-15,R4,4.31,4.27,completed,1.5,194.57
M2,2022-01-15,R1,1.46,1.45,completed,1.5,60.77
M3,2022-01-15,R5,0.96,1.0,completed,0.0,19.57
M1,2022-01-16,R2,9.53,9.73,completed,0.0,526.04
M1,2022-01-16,R1,5.47,5.39,completed,1.5,257.65
M2,2022-01-16,R3,6.08,6.15,completed,0.0,243.77
M2,2022-01-16,R4,4.14,4.15,completed,1.5,186.59
M2,2022-01-16,R1,1.47,1.42,completed,1.5,61.26
M3,2022-01-16,R5,0.91,0.94,completed,0.0,18.56
M1,2022-01-17,R2,15.26,15.66,completed,0.0,842.61
M1,2022-01-17,R1,5.24,5.35,completed,1.5,246.58
M2,2022-01-17,R3,9.02,9.06,completed,0.0,361.5
M2,2022-01-17,R4,6.64,6.49,completed,1.5,299.44
M2,2022-01-17,R1,3.35,3.45,completed,1.5,139.51
M3,2022-01-17,R1,2.69,2.66,completed,0.0,58.61
M3,2022-01-17,R5,1.41,1.36,completed,2.0,28.65
M1,2022-01-18,R2,15.21,15.8,completed,0.0,839.82
M1,2022-01-18,R1,5.29,5.44,completed,1.5,248.96
M2,2022-01-18,R3,9.42,9.51,completed,0.0,377.6
M2,2022-01-18,R4,6.49,6.24,completed,1.5,292.77
M2,2022-01-18,R1,3.09,3.02,completed,1.5,128.94
M3,2022-01-18,R1,2.53,2.52,completed,0.0,55.19
M3,2022-01-18,R5,1.57,1.58,completed,2.0,31.84
M1,2022-01-19,R2,15.38,15.63,completed,0.0,848.84
M1,2022-01-19,R1,5.12,5.24,completed,1.5,241.27
M2,2022-01-19,R3,8.77,8.81,completed,0.0,351.72
M2,2022-01-19,R4,6.52,6.6,completed,1.5,293.92
M2,2022-01-19,R1,3.71,3.8,completed,1.5,154.78
M3,2022-01-19,R1,2.63,2.67,completed,0.0,57.26
M3,2022-01-19,R5,1.47,1.53,completed,2.0,29.91
M1,2022-01-20,R2,15.3,15.76,completed,0.0,844.42
M1,2022-01-20,R1,5.2,5.06,completed,1.5,245.04
M2,2022-01-20,R3,9.11,9.43,completed,0.0,365.27
M2,2022-01-20,R4,6.41,6.26,completed,1.5,289.19
M2,2022-01-20,R1,3.48,3.62,completed,1.5,145.07
M3,2022-01-20,R1,2.55,2.59,completed,0.0,55.49
M3,2022-01-20,R5,1.55,1.57,completed,2.0,31.56
M1,2022-01-21,R2,7.55,7.44,completed,0.0,416.65
M1,2022-01-21,R1,5.6,5.44,completed,1.5,263.96
M1,2022-01-21,R3,4.56,4.43,completed,2.5,202.54
M3,2022-01-21,R4,3.11,3.21,completed,0.0,72.25
M3,2022-01-21,R5,0.77,0.77,completed,2.0,15.66
M1,2022-01-22,R2,9.65,9.69,completed,0.0,532.47
M1,2022-01-22,R1,5.35,5.54,completed,1.5,252.16
M2,2022-01-22,R3,5.81,5.69,completed,0.0,232.92
M2,2022-01-22,R4,4.14,4.23,completed,1.5,186.87
M2,2022-01-22,R1,1.71,1.71,completed,1.5,71.46
M3,2022-01-22,R5,0.93,0.91,completed,0.0,18.97
M1,2022-01-23,R2,9.62,9.89,completed,0.0,531.02
M1,2022-01-23,R1,5.38,5.46,completed,1.5,253.41
M2,2022-01-23,R3,5.76,5.57,completed,0.0,231.04
M2,2022-01-23,R4,4.05,4.06,completed,1.5,182.56
M2,2022-01-23,R1,1.88,1.94,completed,1.5,78.52
M3,2022-01-23,R5,0.91,0.88,completed,0.0,18.42
M1,2022-01-24,R2,15.01,14.91,completed,0.0,828.49
M1,2022-01-24,R1,5.49,5.63,completed,1.5,258.63
M2,2022-01-24,R3,9.67,9.95,completed,0.0,387.93
M2,2022-01-24,R4,6.57,6.71,completed,1.5,296.28
M2,2022-01-24,R1,2.76,2.71,completed,1.5,114.94
M3,2022-01-24,R1,2.69,2.69,completed,0.0,58.6
M3,2022-01-24,R5,1.41,1.44,completed,2.0,28.66
M1,2022-01-25,R2,15.28,14.85,completed,0.0,843.29
M1,2022-01-25,R1,5.22,5.26,completed,1.5,246.0
M2,2022-01-25,R3,9.21,9.37,completed,0.0,369.36
M2,2022-01-25,R4,6.46,6.64,completed,1.5,291.17
M2,2022-01-25,R1,3.33,3.23,completed,1.5,138.98
M3,2022-01-25,R1,2.54,2.5,completed,0.0,55.31
M3,2022-01-25,R5,1.56,1.57,completed,2.0,31.73
M1,2022-01-26,R2,15.03,15.28,completed,0.0,829.86
M1,2022-01-26,R1,5.47,5.57,completed,1.5,257.47
M2,2022-01-26,R3,9.78,9.58,completed,0.0,392.04
M2,2022-01-26,R4,6.33,6.09,completed,1.5,285.64
M2,2022-01-26,R1,2.89,2.93,completed,1.5,120.51
M3,2022-01-26,R1,2.55,2.63,completed,0.0,55.57
M3,2022-01-26,R5,1.55,1.59,completed,2.0,31.48
M1,2022-01-27,R2,15.56,15.71,completed,0.0,858.7
M1,2022-01-27,R1,4.94,5.13,completed,1.5,232.85
M2,2022-01-27,R3,8.64,8.59,completed,0.0,346.37
M2,2022-01-27,R4,6.67,6.69,completed,1.5,301.0
M2,2022-01-27,R1,3.69,3.54,completed,1.5,153.8
M3,2022-01-27,R1,2.51,2.6,completed,0.0,54.74
M3,2022-01-27,R5,1.59,1.6,completed,2.0,32.25
M1,2022-01-28,R2,15.13,15.0,completed,0.0,835.3
M1,2022-01-28,R1,5.37,5.17,completed,1.5,252.82
M2,2022-01-28,R3,9.5,9.4,completed,0.0,380.98
M2,2022-01-28,R4,6.35,6.09,completed,1.5,286.2
M2,2022-01-28,R1,3.15,3.11,completed,1.5,131.49
M3,2022-01-28,R1,2.55,2.65,completed,0.0,55.69
M3,2022-01-28,R5,1.55,1.5,completed,2.0,31.37
M1,2022-01-29,R2,4.41,4.43,completed,0.0,243.41
M1,2022-01-29,R1,3.24,3.16,completed,1.5,152.82
M1,2022-01-29,R3,2.65,2.71,completed,2.5,117.77
M1,2022-01-29,R4,0.69,0.7,completed,1.5,34.87
M2,2022-01-29,R4,1.15,1.13,completed,0.0,52.04
M2,2022-01-29,R5,0.45,0.46,completed,2.0,17.71
M1,2022-01-30,R2,9.66,9.88,completed,0.0,533.4
M1,2022-01-30,R1,5.34,5.53,completed,1.5,251.37
M2,2022-01-30,R3,5.86,5.63,completed,0.0,235.02
M2,2022-01-30,R4,4.1,4.09,completed,1.5,185.09
M2,2022-01-30,R1,1.65,1.71,completed,1.5,68.66
M3,2022-01-30,R5,0.99,1.01,completed,0.0,20.07
M1,2022-01-31,R2,15.26,15.66,completed,0.0,842.13
M1,2022-01-31,R1,5.24,5.29,completed,1.5,246.99
M2,2022-01-31,R3,9.22,9.38,completed,0.0,369.69
M2,2022-01-31,R4,6.48,6.64,completed,1.5,292.47
M2,2022-01-31,R1,3.3,3.19,completed,1.5,137.44
M3,2022-01-31,R1,2.57,2.61,completed,0.0,55.95
M3,2022-01-31,R5,1.53,1.57,completed,2.0,31.13
M1,2022-02-01,R2,15.23,14.67,completed,0.0,840.86
M1,2022-02-01,R1,5.27,5.18,completed,1.5,248.08
M2,2022-02-01,R3,9.18,9.05,completed,0.0,368.16
M2,2022-02-01,R4,6.69,6.88,completed,1.5,301.53
M2,2022-02-01,R1,3.13,3.2,completed,1.5,130.65
M3,2022-02-01,R1,2.67,2.7,completed,0.0,58.11
M3,2022-02-01,R5,1.43,1.47,completed,2.0,29.12
M1,2022-02-02,R2,15.43,15.38,completed,0.0,851.99
M1,2022-02-02,R1,5.07,5.22,completed,1.5,238.58
M2,2022-02-02,R3,8.9,8.71,completed,0.0,356.94
M2,2022-02-02,R4,6.5,6.61,completed,1.5,293.25
M2,2022-02-02,R1,3.6,3.52,completed,1.5,149.98
M3,2022-02-02,R1,2.5,2.4,completed,0.0,54.41
M3,2022-02-02,R5,1.6,1.58,completed,2.0,32.57
M1,2022-02-03,R2,15.25,15.24,completed,0.0,841.81
M1,2022-02-03,R1,5.25,5.39,completed,1.5,247.27
M2,2022-02-03,R3,9.28,9.28,completed,0.0,371.96
M2,2022-02-03,R4,6.54,6.38,completed,1.5,295.14
M2,2022-02-03,R1,3.18,3.31,completed,1.5,132.61
M3,2022-02-03,R1,2.56,2.52,completed,0.0,55.91
M3,2022-02-03,R5,1.54,1.59,completed,2.0,31.17
M1,2022-02-04,R2,15.03,15.55,completed,0.0,829.38
M1,2022-02-04,R1,5.47,5.49,completed,1.5,257.87
M2,2022-02-04,R3,9.59,9.28,completed,0.0,384.49
M2,2022-02-04,R4,6.41,6.51,completed,1.5,289.0
M2,2022-02-04,R1,3.0,3.09,completed,1.5,125.26
M3,2022-02-04,R1,2.66,2.65,completed,0.0,58.05
M3,2022-02-04,R5,1.44,1.41,completed,2.0,29.17
M2,2022-02-05,R2,3.88,3.98,completed,0.0,182.07
M2,2022-02-05,R1,2.75,2.76,completed,1.5,114.65
M2,2022-02-05,R3,2.38,2.32,completed,2.5,95.34
M2,2022-02-05,R4,1.7,1.76,completed,1.5,76.83
M3,2022-02-05,R5,0.39,0.4,completed,0.0,7.87
M1,2022-02-06,R2,9.67,9.57,completed,0.0,533.78
M1,2022-02-06,R1,5.33,5.14,completed,1.5,251.05
M2,2022-02-06,R3,5.73,5.78,completed,0.0,229.58
M2,2022-02-06,R4,4.13,4.07,completed,1.5,186.26
M2,2022-02-06,R1,1.82,1.75,completed,1.5,75.7
M3,2022-02-06,R5,0.93,0.96,completed,0.0,18.88
M1,2022-02-07,R2,15.27,15.88,completed,0.0,843.03
M1,2022-02-07,R1,5.23,5.17,completed,1.5,246.23
M2,2022-02-07,R3,9.18,9.36,completed,0.0,368.27
M2,2022-02-07,R4,6.27,6.05,completed,1.5,282.88
M2,2022-02-07,R1,3.54,3.51,completed,1.5,147.78
M3,2022-02-07,R1,2.51,2.43,completed,0.0,54.61
M3,2022-02-07,R5,1.59,1.54,completed,2.0,32.37
M1,2022-02-08,R2,15.33,15.44,completed,0.0,846.33
M1,2022-02-08,R1,5.17,5.29,completed,1.5,243.41
M2,2022-02-08,R3,9.07,9.04,completed,0.0,363.79
M2,2022-02-08,R4,6.67,6.68,completed,1.5,300.87
M2,2022-02-08,R1,3.26,3.2,completed,1.5,135.81
M3,2022-02-08,R1,2.59,2.64,completed,0.0,56.47
M3,2022-02-08,R5,1.51,1.49,completed,2.0,30.65
M1,2022-02-09,R2,15.2,14.68,completed,0.0,839.25
M1,2022-02-09,R1,5.3,5.15,completed,1.5,249.45
M2,2022-02-09,R3,9.4,9.12,completed,0.0,377.03
M2,2022-02-09,R4,6.38,6.34,completed,1.5,287.58
M2,2022-02-09,R1,3.22,3.11,completed,1.5,134.33
M3,2022-02-09,R1,2.52,2.58,completed,0.0,54.93
M3,2022-02-09,R5,1.58,1.63,completed,2.0,32.08
M1,2022-02-10,R2,15.21,14.9,completed,0.0,839.48
M1,2022-02-10,R1,5.29,5.29,completed,1.5,249.26
M2,2022-02-10,R3,9.14,9.15,completed,0.0,366.32
M2,2022-02-10,R1,6.31,6.56,completed,1.5,263.15
M2,2022-02-10,R4,3.55,3.43,completed,1.5,160.3
M3,2022-02-10,R4,2.56,2.6,completed,0.0,59.46
M3,2022-02-10,R5,1.54,1.52,completed,2.0,31.2
M1,2022-02-11,R2,15.4,15.4,completed,0.0,849.96
M1,2022-02-11,R1,5.1,4.99,completed,1.5,240.31
M2,2022-02-11,R3,8.89,8.65,completed,0.0,356.59
M2,2022-02-11,R4,6.47,6.34,completed,1.5,291.89
M2,2022-02-11,R1,3.64,3.51,completed,1.5,151.59
M3,2022-02-11,R1,2.54,2.49,completed,0.0,55.28
M3,2022-02-11,R5,1.56,1.59,completed,2.0,31.75
M1,2022-02-12,R2,9.76,9.87,completed,0.0,538.55
M1,2022-02-12,R1,5.24,5.27,completed,1.5,246.97
M2,2022-02-12,R3,5.54,5.32,completed,0.0,222.24
M2,2022-02-12,R4,4.07,3.95,completed,1.5,183.42
M2,2022-02-12,R1,2.02,2.08,completed,1.5,84.25
M3,2022-02-12,R5,0.97,0.95,completed,0.0,19.7
M1,2022-02-13,R2,9.63,9.94,completed,0.0,531.4
M1,2022-02-13,R1,5.37,5.53,completed,1.5,253.08
M2,2022-02-13,R3,5.78,5.62,completed,0.0,231.94
M2,2022-02-13,R4,3.92,4.05,completed,1.5,176.89
M2,2022-02-13,R1,1.93,1.95,completed,1.5,80.65
M3,2022-02-13,R5,0.96,0.97,completed,0.0,19.48
M1,2022-02-14,R2,8.35,8.58,completed,0.0,460.72
M1,2022-02-14,R1,5.97,5.92,completed,1.5,281.14
M1,2022-02-14,R3,3.68,3.75,completed,2.5,163.59
M2,2022-02-14,R4,3.58,3.63,completed,0.0,161.33
M2,2022-02-14,R3,1.17,1.19,completed,2.5,46.74
M2,2022-02-14,R5,0.86,0.87,completed,2.0,34.03
M1,2022-02-15,R2,15.33,14.82,completed,0.0,846.27
M1,2022-02-15,R1,5.17,5.08,completed,1.5,243.46
M2,2022-02-15,R3,9.14,9.46,completed,0.0,366.47
M2,2022-02-15,R4,6.47,6.33,completed,1.5,291.76
M2,2022-02-15,R1,3.39,3.38,completed,1.5,141.45
M3,2022-02-15,R1,2.51,2.48,completed,0.0,54.65
M3,2022-02-15,R5,1.59,1.54,completed,2.0,32.34
M1,2022-02-16,R2,15.15,14.76,completed,0.0,836.34
M1,2022-02-16,R1,5.35,5.26,completed,1.5,251.93
M2,2022-02-16,R3,9.37,9.34,completed,0.0,375.67
M2,2022-02-16,R4,6.51,6.7,completed,1.5,293.55
M2,2022-02-16,R1,3.12,3.13,completed,1.5,130.22
M3,2022-02-16,R1,2.63,2.67,completed,0.0,57.43
M3,2022-02-16,R5,1.47,1.46,completed,2.0,29.75
M1,2022-02-17,R2,15.32,15.77,completed,0.0,845.55
M1,2022-02-17,R1,5.18,5.25,completed,1.5,244.08
M2,2022-02-17,R3,9.03,8.73,completed,0.0,362.01
M2,2022-02-17,R4,6.45,6.44,completed,1.5,290.95
M2,2022-02-17,R1,3.52,3.61,completed,1.5,146.83
M3,2022-02-17,R1,2.57,2.62,completed,0.0,55.97
M3,2022-02-17,R5,1.53,1.58,completed,2.0,31.11
M1,2022-02-18,R2,15.06,14.73,completed,0.0,831.43
M1,2022-02-18,R1,5.44,5.65,completed,1.5,256.13
M2,2022-02-18,R3,9.47,9.31,completed,0.0,379.74
M2,2022-02-18,R4,6.28,6.05,completed,1.5,283.0
M2,2022-02-18,R1,3.26,3.25,completed,1.5,135.74
M3,2022-02-18,R1,2.63,2.55,completed,0.0,57.43
M3,2022-02-18,R5,1.47,1.49,completed,2.0,29.75
M1,2022-02-19,R2,9.68,9.99,completed,0.0,534.2
M1,2022-02-19,R1,5.32,5.5,completed,1.5,250.69
M2,2022-02-19,R3,5.83,5.88,completed,0.0,233.78
M2,2022-02-19,R4,4.14,4.15,completed,1.5,186.52
M2,2022-02-19,R1,1.65,1.72,completed,1.5,68.82
M3,2022-02-19,R5,0.98,0.99,completed,0.0,19.97
M1,2022-02-20,R2,4.42,4.57,completed,0.0,243.91
M1,2022-02-20,R1,3.17,3.28,completed,1.5,149.38
M1,2022-02-20,R3,2.63,2.59,completed,2.5,116.74
M1,2022-02-20,R4,0.78,0.75,completed,1.5,39.26
M2,2022-02-20,R4,1.19,1.18,completed,0.0,53.45
M2,2022-02-20,R5,0.41,0.43,completed,2.0,16.47
M1,2022-02-21,R2,15.24,15.64,completed,0.0,840.98
M1,2022-02-21,R1,5.26,5.31,completed,1.5,247.98
M2,2022-02-21,R3,9.22,8.97,completed,0.0,369.85
M2,2022-02-21,R4,6.47,6.27,completed,1.5,291.93
M2,2022-02-21,R1,3.3,3.42,completed,1.5,137.77
M3,2022-02-21,R1,2.59,2.57,completed,0.0,56.4
M3,2022-02-21,R5,1.51,1.53,completed,2.0,30.71
M1,2022-02-22,R2,15.32,15.81,completed,0.0,845.47
M1,2022-02-22,R1,5.18,5.34,completed,1.5,244.15
M2,2022-02-22,R3,9.05,9.1,completed,0.0,362.9
M2,2022-02-22,R4,6.53,6.53,completed,1.5,294.62
M2,2022-02-22,R1,3.42,3.48,completed,1.5,142.51
M3,2022-02-22,R1,2.58,2.55,completed,0.0,56.27
M3,2022-02-22,R5,1.52,1.53,completed,2.0,30.83
M1,2022-02-23,R2,15.41,14.82,completed,0.0,850.7
M1,2022-02-23,R1,5.09,5.22,completed,1.5,239.68
M2,2022-02-23,R3,8.76,9.11,completed,0.0,351.34
M2,2022-02-23,R4,6.59,6.83,completed,1.5,297.11
M2,2022-02-23,R1,3.65,3.61,completed,1.5,152.23
M3,2022-02-23,R1,2.61,2.62,completed,0.0,56.87
M3,2022-02-23,R5,1.49,1.46,completed,2.0,30.27
M1,2022-02-24,R2,15.52,15.28,completed,0.0,856.85
M1,2022-02-24,R1,4.98,4.96,completed,1.5,234.43
M2,2022-02-24,R3,8.69,8.86,completed,0.0,348.27
M2,2022-02-24,R4,6.51,6.25,completed,1.5,293.41
M2,2022-02-24,R1,3.81,3.78,completed,1.5,158.84
M3,2022-02-24,R1,2.49,2.5,completed,0.0,54.18
M3,2022-02-24,R5,1.61,1.58,completed,2.0,32.78
M1,2022-02-25,R2,15.26,14.75,completed,0.0,842.42
M1,2022-02-25,R1,5.24,5.26,completed,1.5,246.75
M2,2022-02-25,R3,9.29,9.39,completed,0.0,372.59
M2,2022-02-25,R4,6.51,6.58,completed,1.5,293.57
M2,2022-02-25,R1,3.2,3.16,completed,1.5,133.41
M3,2022-02-25,R1,2.53,2.48,completed,0.0,55.26
M3,2022-02-25,R5,1.57,1.53,completed,2.0,31.78
M1,2022-02-26,R2,3.9,3.76,completed,0.0,215.2
M1,2022-02-26,R1,2.85,2.78,completed,1.5,134.15
M1,2022-02-26,R3,2.28,2.34,completed,2.5,101.4
M1,2022-02-26,R4,1.7,1.64,completed,1.5,85.69
M3,2022-02-26,R5,0.37,0.35,completed,0.0,7.43
M1,2022-02-27,R2,9.67,9.38,completed,0.0,533.74
M1,2022-02-27,R1,5.33,5.3,completed,1.5,251.08
M2,2022-02-27,R3,5.9,5.82,completed,0.0,236.55
M2,2022-02-27,R4,4.28,4.17,completed,1.5,193.01
M2,2022-02-27,R1,1.46,1.41,completed,1.5,60.71
M3,2022-02-27,R5,0.97,1.0,completed,0.0,19.6
M1,2022-02-28,R2,15.3,15.8,completed,0.0,844.36
M1,2022-02-28,R1,5.2,5.32,completed,1.5,245.09
M2,2022-02-28,R3,9.07,8.89,completed,0.0,363.54
M2,2022-02-28,R4,6.65,6.56,completed,1.5,300.12
M2,2022-02-28,R1,3.28,3.32,completed,1.5,136.76
M3,2022-02-28,R1,2.63,2.59,completed,0.0,57.36
M3,2022-02-28,R5,1.47,1.47,completed,2.0,29.82
M1,2022-03-01,R2,8.29,8.39,completed,0.0,457.78
M1,2022-03-01,R1,6.01,6.02,completed,1.5,283.21
M1,2022-03-01,R3,3.69,3.67,completed,2.5,164.01
M2,2022-03-01,R4,3.58,3.54,completed,0.0,161.41
M2,2022-03-01,R3,1.21,1.23,completed,2.5,48.38
M2,2022-03-01,R5,0.81,0.83,completed,2.0,32.34
M1,2022-03-02,R2,15.34,15.58,completed,0.0,846.88
M1,2022-03-02,R1,5.16,5.11,completed,1.5,242.94
M2,2022-03-02,R3,9.01,9.21,completed,0.0,361.35
M2,2022-03-02,R4,6.65,6.9,completed,1.5,300.04
M2,2022-03-02,R1,3.34,3.39,completed,1.5,139.11
M3,2022-03-02,R1,2.6,2.58,completed,0.0,56.67
M3,2022-03-02,R5,1.5,1.54,completed,2.0,30.46
M1,2022-03-03,R2,15.19,15.32,completed,0.0,838.24
M1,2022-03-03,R1,5.31,5.48,completed,1.5,250.31
M2,2022-03-03,R3,9.28,9.43,completed,0.0,371.96
M2,2022-03-03,R4,6.3,6.43,completed,1.5,284.04
M2,2022-03-03,R1,3.43,3.47,completed,1.5,142.87
M3,2022-03-03,R1,2.58,2.49,completed,0.0,56.18
M3,2022-03-03,R5,1.52,1.52,completed,2.0,30.92
M1,2022-03-04,R2,15.27,14.73,completed,0.0,842.85
M1,2022-03-04,R1,5.23,5.21,completed,1.5,246.38
M2,2022-03-04,R3,9.04,9.19,completed,0.0,362.39
M2,2022-03-04,R4,6.71,6.66,completed,1.5,302.44
M2,2022-03-04,R1,3.26,3.13,completed,1.5,135.82
M3,2022-03-04,R1,2.69,2.66,completed,0.0,58.67
M3,2022-03-04,R5,1.41,1.36,completed,2.0,28.6
M1,2022-03-05,R2,9.6,9.81,completed,0.0,529.82
M1,2022-03-05,R1,5.4,5.52,completed,1.5,254.42
M2,2022-03-05,R3,6.01,6.15,completed,0.0,240.85
M2,2022-03-05,R4,4.2,4.04,completed,1.5,189.49
M2,2022-03-05,R1,1.44,1.39,completed,1.5,60.21
M3,2022-03-05,R5,0.95,0.98,completed,0.0,19.25
M1,2022-03-06,R2,9.84,9.54,completed,0.0,542.96
M1,2022-03-06,R1,5.16,5.23,completed,1.5,243.21
M2,2022-03-06,R3,5.52,5.65,completed,0.0,221.47
M2,2022-03-06,R4,4.28,4.27,completed,1.5,193.18
M2,2022-03-06,R1,1.79,1.8,completed,1.5,74.75
M3,2022-03-06,R5,1.0,0.98,completed,0.0,20.32
M1,2022-03-07,R2,15.37,15.89,completed,0.0,848.61
M1,2022-03-07,R1,5.13,5.05,completed,1.5,241.47
M2,2022-03-07,R3,8.94,8.74,completed,0.0,358.55
M2,2022-03-07,R4,6.64,6.65,completed,1.5,299.33
M2,2022-03-07,R1,3.42,3.34,completed,1.5,142.68
M3,2022-03-07,R1,2.59,2.63,completed,0.0,56.43
M3,2022-03-07,R5,1.51,1.51,completed,2.0,30.68
M1,2022-03-08,R2,15.26,14.83,completed,0.0,842.27
M1,2022-03-08,R1,5.24,5.06,completed,1.5,246.88
M2,2022-03-08,R3,9.15,8.88,completed,0.0,366.84
M2,2022-03-08,R4,6.59,6.39,completed,1.5,297.04
M2,2022-03-08,R1,3.27,3.22,completed,1.5,136.18
M3,2022-03-08,R1,2.62,2.69,completed,0.0,57.18
M3,2022-03-08,R5,1.48,1.42,completed,2.0,29.99
M1,2022-03-09,R2,15.3,14.85,completed,0.0,844.62
M1,2022-03-09,R1,5.2,5.12,completed,1.5,244.87
M2,2022-03-09,R3,9.14,9.17,completed,0.0,366.34
M2,2022-03-09,R4,6.44,6.58,completed,1.5,290.45
M2,2022-03-09,R1,3.42,3.54,completed,1.5,142.79
M3,2022-03-09,R1,2.54,2.52,completed,0.0,55.31
M3,2022-03-09,R5,1.56,1.51,completed,2.0,31.73
M1,2022-03-10,R2,15.37,15.02,completed,0.0,848.68
M1,2022-03-10,R1,5.13,5.04,completed,1.5,241.4
M2,2022-03-10,R3,8.89,9.1,completed,0.0,356.56
M2,2022-03-10,R4,6.48,6.57,completed,1.5,292.04
M2,2022-03-10,R1,3.63,3.55,completed,1.5,151.49
M3,2022-03-10,R1,2.57,2.63,completed,0.0,55.92
M3,2022-03-10,R5,1.53,1.58,completed,2.0,31.16
M1,2022-03-11,R2,15.32,15.78,completed,0.0,845.46
M1,2022-03-11,R1,5.18,5.09,completed,1.5,244.15
M2,2022-03-11,R3,9.14,8.87,completed,0.0,366.35
M2,2022-03-11,R4,6.6,6.39,completed,1.5,297.67
M2,2022-03-11,R1,3.26,3.24,completed,1.5,136.1
M3,2022-03-11,R1,2.56,2.55,completed,0.0,55.84
M3,2022-03-11,R5,1.54,1.58,completed,2.0,31.23
M1,2022-03-12,R2,9.69,9.51,completed,0.0,535.08
M1,2022-03-12,R1,5.31,5.36,completed,1.5,249.94
M2,2022-03-12,R3,5.79,5.93,completed,0.0,232.35
M2,2022-03-12,R4,4.2,4.13,completed,1.5,189.62
M2,2022-03-12,R1,1.63,1.6,completed,1.5,68.05
M3,2022-03-12,R5,0.97,0.98,completed,0.0,19.67
M1,2022-03-13,R2,9.65,9.82,completed,0.0,532.57
M1,2022-03-13,R1,5.35,5.55,completed,1.5,252.08
M2,2022-03-13,R3,5.82,5.98,completed,0.0,233.26
M2,2022-03-13,R4,4.12,4.23,completed,1.5,185.92
M2,2022-03-13,R1,1.71,1.74,completed,1.5,71.5
M3,2022-03-13,R5,0.95,0.92,completed,0.0,19.21
M1,2022-03-14,R2,15.26,15.63,completed,0.0,842.12
M1,2022-03-14,R1,5.24,5.43,completed,1.5,247.0
M2,2022-03-14,R3,9.21,9.13,completed,0.0,369.19
M2,2022-03-14,R4,6.58,6.49,completed,1.5,296.9
M2,2022-03-14,R1,3.21,3.22,completed,1.5,133.85
M3,2022-03-14,R1,2.6,2.69,completed,0.0,56.66
M3,2022-03-14,R5,1.5,1.45,completed,2.0,30.47
M1,2022-03-15,R2,15.48,15.74,completed,0.0,854.43
M1,2022-03-15,R1,5.02,5.15,completed,1.5,236.5
M2,2022-03-15,R3,8.89,9.1,completed,0.0,356.61
M2,2022-03-15,R4,6.8,6.84,completed,1.5,306.89
M2,2022-03-15,R1,3.3,3.41,completed,1.5,137.71
M3,2022-03-15,R1,2.53,2.45,completed,0.0,55.09
M3,2022-03-15,R5,1.57,1.54,completed,2.0,31.93
M1,2022-03-16,R2,15.29,15.06,completed,0.0,844.21
M1,2022-03-16,R1,5.21,5.0,completed,1.5,245.22
M2,2022-03-16,R3,9.04,8.95,completed,0.0,362.64
M2,2022-03-16,R4,6.57,6.39,completed,1.5,296.36
M2,2022-03-16,R1,3.39,3.45,completed,1.5,141.18
M3,2022-03-16,R1,2.62,2.6,completed,0.0,57.17
M3,2022-03-16,R5,1.48,1.5,completed,2.0,30.0
M1,2022-03-17,R2,15.24,14.99,completed,0.0,841.19
M1,2022-03-17,R1,5.26,5.11,completed,1.5,247.8
M2,2022-03-17,R3,9.46,9.18,completed,0.0,379.22
M2,2022-03-17,R4,6.51,6.35,completed,1.5,293.49
M2,2022-03-17,R1,3.04,2.94,completed,1.5,126.59
M3,2022-03-17,R1,2.49,2.43,completed,0.0,54.24
M3,2022-03-17,R5,1.61,1.62,completed,2.0,32.73
M1,2022-03-18,R2,15.26,14.96,completed,0.0,842.44
M1,2022-03-18,R1,5.24,5.17,completed,1.5,246.73
M2,2022-03-18,R3,9.22,8.89,completed,0.0,369.79
M2,2022-03-18,R4,6.49,6.7,completed,1.5,292.79
M2,2022-03-18,R1,3.29,3.19,completed,1.5,137.05
M3,2022-03-18,R1,2.56,2.53,completed,0.0,55.83
M3,2022-03-18,R5,1.54,1.52,completed,2.0,31.24
M1,2022-03-19,R2,9.64,9.85,completed,0.0,532.32
M1,2022-03-19,R1,5.36,5.35,completed,1.5,252.29
