date,flour_type,required_tons
2021-06-08,Patent,53.36
2021-06-08,Superior,102.46000000000001
2021-06-08,Superior Brown,10.63
2021-06-09,Bakery,84.78999999999999
2021-06-09,Brown,29.979999999999997
2021-06-09,Patent,49.629999999999995
2021-06-09,Superior,110.06
2021-06-09,Superior Brown,9.21
2021-06-10,Bakery,83.11
2021-06-10,Brown,30.990000000000002
2021-06-10,Patent,47.43
2021-06-10,Superior,115.1
2021-06-10,Superior Brown,11.16
2021-06-11,Bakery,74.78999999999999
2021-06-11,Brown,25.86
2021-06-11,Patent,43.97
2021-06-11,Superior,97.44
2021-06-11,Superior Brown,8.5
2021-06-12,Bakery,72.75999999999999
2021-06-12,Brown,26.79
2021-06-12,Patent,42.93
2021-06-12,Superior,99.99
2021-06-12,Superior Brown,8.51
2021-06-13,Bakery,88.36
2021-06-13,Brown,30.12
2021-06-13,Patent,50.650000000000006
2021-06-13,Superior,114.53
2021-06-13,Superior Brown,10.14
2021-06-14,Bakery,84.01
2021-06-14,Brown,29.63
2021-06-14,Patent,61.879999999999995
2021-06-14,Superior,106.49
2021-06-14,Superior Brown,10.8
2021-06-15,Bakery,83.46000000000001
2021-06-15,Brown,32.97
2021-06-15,Patent,52.73
2021-06-15,Superior,113.42
2021-06-15,Superior Brown,12.35
2021-06-16,Bakery,80.76
2021-06-16,Brown,31.650000000000002
2021-06-16,Patent,47.09
2021-06-16,Superior,114.31
2021-06-16,Superior Brown,10.48
2021-06-17,Bakery,89.75
2021-06-17,Brown,29.11
2021-06-17,Patent,47.53
2021-06-17,Superior,105.72
2021-06-17,Superior Brown,10.57
2021-06-18,Bakery,74.52
2021-06-18,Brown,21.89
2021-06-18,Patent,42.31
2021-06-18,Superior,95.59
2021-06-18,Superior Brown,8.64
2021-06-19,Bakery,69.39
2021-06-19,Brown,23.439999999999998
2021-06-19,Patent,37.57
2021-06-19,Superior,95.62
2021-06-19,Superior Brown,8.74
2021-06-20,Bakery,75.32
2021-06-20,Brown,29.15
2021-06-20,Patent,51.54
2021-06-20,Superior,113.31
2021-06-20,Superior Brown,10.67
2021-06-21,Bakery,79.78999999999999
2021-06-21,Brown,25.09
2021-06-21,Patent,41.34
2021-06-21,Superior,102.82
2021-06-21,Superior Brown,10.83
2021-06-22,Bakery,83.23
2021-06-22,Brown,25.939999999999998
2021-06-22,Patent,51.2
2021-06-22,Superior,112.13
2021-06-22,Superior Brown,11.47
2021-06-23,Bakery,81.09
2021-06-23,Brown,29.92
2021-06-23,Patent,52.09
2021-06-23,Superior,102.3
2021-06-23,Superior Brown,12.66
2021-06-24,Bakery,90.08
2021-06-24,Brown,29.69
2021-06-24,Patent,48.11
2021-06-24,Superior,106.9
2021-06-24,Superior Brown,10.84
2021-06-25,Bakery,73.09
2021-06-25,Brown,24.11
2021-06-25,Patent,39.75
2021-06-25,Superior,86.41
2021-06-25,Superior Brown,9.15
2021-06-26,Bakery,72.13
2021-06-26,Brown,25.549999999999997
2021-06-26,Patent,37.620000000000005
2021-06-26,Superior,92.9
2021-06-26,Superior Brown,8.53
2021-06-27,Bakery,80.81
2021-06-27,Brown,25.58
2021-06-27,Patent,45.19
2021-06-27,Superior,107.3
2021-06-27,Superior Brown,9.82
2021-06-28,Bakery,72.88
2021-06-28,Brown,30.28
2021-06-28,Patent,50.91
2021-06-28,Superior,114.27
2021-06-28,Superior Brown,10.03
2021-06-29,Bakery,78.36
2021-06-29,Brown,27.42
2021-06-29,Patent,50.04
2021-06-29,Superior,119.21000000000001
2021-06-29,Superior Brown,10.35
2021-06-30,Bakery,84.79
2021-06-30,Brown,28.61
2021-06-30,Patent,48.519999999999996
2021-06-30,Superior,100.51
2021-06-30,Superior Brown,10.42
2021-07-01,Bakery,155.35
2021-07-01,Brown,43.74
2021-07-01,Patent,73.46000000000001
2021-07-01,Superior,191.68
2021-07-01,Superior Brown,18.8
2021-07-02,Bakery,137.06
2021-07-02,Brown,47.92
2021-07-02,Patent,73.03999999999999
2021-07-02,Superior,155.57
2021-07-02,Superior Brown,13.63
2021-07-03,Bakery,123.13999999999999
2021-07-03,Brown,46.71
2021-07-03,Patent,76.69
2021-07-03,Superior,165.94
2021-07-03,Superior Brown,14.09
2021-07-04,Bakery,146.71
2021-07-04,Brown,52.61
2021-07-04,Patent,93.87
2021-07-04,Superior,173.62
2021-07-04,Superior Brown,20.78
2021-07-05,Bakery,146.51
2021-07-05,Brown,50.51
2021-07-05,Patent,88.11
2021-07-05,Superior,179.72
2021-07-05,Superior Brown,16.6
2021-07-06,Bakery,166.09
2021-07-06,Brown,52.459999999999994
2021-07-06,Patent,88.41
2021-07-06,Superior,192.34
2021-07-06,Superior Brown,18.44
2021-07-07,Bakery,141.54
2021-07-07,Brown,43.260000000000005
2021-07-07,Patent,83.58
2021-07-07,Superior,188.57
2021-07-07,Superior Brown,16.27
2021-07-08,Bakery,147.91
2021-07-08,Brown,48.44
2021-07-08,Patent,79.86
2021-07-08,Superior,183.76
2021-07-08,Superior Brown,16.74
2021-07-09,Bakery,132.39
2021-07-09,Brown,47.1
2021-07-09,Patent,79.14
2021-07-09,Superior,154.7
2021-07-09,Superior Brown,15.73
2021-07-10,Bakery,121.01
2021-07-10,Brown,43.1
2021-07-10,Patent,68.2
2021-07-10,Superior,171.04
2021-07-10,Superior Brown,18.31
2021-07-11,Bakery,168.17
2021-07-11,Brown,44.58
2021-07-11,Patent,93.18
2021-07-11,Superior,175.43
2021-07-11,Superior Brown,17.55
2021-07-12,Bakery,161.79
2021-07-12,Brown,50.55
2021-07-12,Patent,79.36
2021-07-12,Superior,193.64
2021-07-12,Superior Brown,16.17
2021-07-13,Bakery,155.03
2021-07-13,Brown,47.64
2021-07-13,Patent,78.06
2021-07-13,Superior,190.55
2021-07-13,Superior Brown,19.19
2021-07-14,Bakery,135.46
2021-07-14,Brown,48.510000000000005
2021-07-14,Patent,77.09
2021-07-14,Superior,186.94
2021-07-14,Superior Brown,17.98
2021-07-15,Bakery,146.85
2021-07-15,Brown,48.45
2021-07-15,Patent,84.38999999999999
2021-07-15,Superior,166.76
2021-07-15,Superior Brown,18.69
2021-07-16,Bakery,125.7
2021-07-16,Brown,42.93
2021-07-16,Patent,74.12
2021-07-16,Superior,170.09
2021-07-16,Superior Brown,16.2
2021-07-17,Bakery,127.16
2021-07-17,Brown,43.84
2021-07-17,Patent,70.63
2021-07-17,Superior,164.67
2021-07-17,Superior Brown,16.65
2021-07-18,Bakery,139.66
2021-07-18,Brown,49.97
2021-07-18,Patent,89.28999999999999
2021-07-18,Superior,176.09
2021-07-18,Superior Brown,19.29
2021-07-19,Bakery,137.13
2021-07-19,Brown,45.370000000000005
2021-07-19,Patent,72.97999999999999
2021-07-19,Superior,200.02
2021-07-19,Superior Brown,19.23
2021-07-20,Bakery,132.13
2021-07-20,Brown,55.47
2021-07-20,Patent,80.84
2021-07-20,Superior,175.34
2021-07-20,Superior Brown,16.07
2021-07-21,Bakery,151.53
2021-07-21,Brown,49.44
2021-07-21,Patent,77.53
2021-07-21,Superior,204.54999999999998
2021-07-21,Superior Brown,20.93
2021-07-22,Bakery,142.28
2021-07-22,Brown,51.379999999999995
2021-07-22,Patent,72.97
2021-07-22,Superior,171.97
2021-07-22,Superior Brown,18.28
2021-07-23,Bakery,123.85
2021-07-23,Brown,48.0
2021-07-23,Patent,67.13
2021-07-23,Superior,146.51
2021-07-23,Superior Brown,13.41
2021-07-24,Bakery,112.42999999999999
2021-07-24,Brown,38.63
2021-07-24,Patent,79.71000000000001
2021-07-24,Superior,157.74
2021-07-24,Superior Brown,16.21
2021-07-25,Bakery,143.82
2021-07-25,Brown,47.84
2021-07-25,Patent,83.25999999999999
2021-07-25,Superior,197.15
2021-07-25,Superior Brown,18.75
2021-07-26,Bakery,134.17
2021-07-26,Brown,45.35
2021-07-26,Patent,81.67
2021-07-26,Superior,189.15
2021-07-26,Superior Brown,16.82
2021-07-27,Bakery,140.56
2021-07-27,Brown,48.55
2021-07-27,Patent,74.14999999999999
2021-07-27,Superior,180.85
2021-07-27,Superior Brown,18.21
2021-07-28,Bakery,138.32
2021-07-28,Brown,46.21
2021-07-28,Patent,75.65
2021-07-28,Superior,179.73000000000002
2021-07-28,Superior Brown,14.86
2021-07-29,Bakery,147.87
2021-07-29,Brown,46.480000000000004
2021-07-29,Patent,82.53
2021-07-29,Superior,187.52
2021-07-29,Superior Brown,16.42
2021-07-30,Bakery,112.53
2021-07-30,Brown,44.03
2021-07-30,Patent,61.78
2021-07-30,Superior,146.94
2021-07-30,Superior Brown,15.57
2021-07-31,Bakery,124.14
2021-07-31,Brown,38.09
2021-07-31,Patent,63.019999999999996
2021-07-31,Superior,162.44
2021-07-31,Superior Brown,16.63
2021-08-01,Bakery,70.46000000000001
2021-08-01,Brown,24.67
2021-08-01,Patent,46.8
2021-08-01,Superior,95.72
2021-08-01,Superior Brown,10.08
2021-08-02,Bakery,74.87
2021-08-02,Brown,24.77
2021-08-02,Patent,46.31
2021-08-02,Superior,102.3
2021-08-02,Superior Brown,11.48
2021-08-03,Bakery,71.69
2021-08-03,Brown,25.23
2021-08-03,Patent,44.76
2021-08-03,Superior,92.92999999999999
2021-08-03,Superior Brown,12.86
2021-08-04,Bakery,76.14
2021-08-04,Brown,26.240000000000002
2021-08-04,Patent,45.71
2021-08-04,Superior,101.12
2021-08-04,Superior Brown,8.75
2021-08-05,Bakery,77.92
2021-08-05,Brown,26.740000000000002
2021-08-05,Patent,42.67
2021-08-05,Superior,101.76
2021-08-05,Superior Brown,10.32
2021-08-06,Bakery,64.3
2021-08-06,Brown,24.11
2021-08-06,Patent,35.92
2021-08-06,Superior,86.43
2021-08-06,Superior Brown,8.23
2021-08-07,Bakery,66.55
2021-08-07,Brown,18.82
2021-08-07,Patent,36.04
2021-08-07,Superior,78.01
2021-08-07,Superior Brown,8.61
2021-08-08,Bakery,80.14999999999999
2021-08-08,Brown,23.21
2021-08-08,Patent,45.879999999999995
2021-08-08,Superior,101.12
2021-08-08,Superior Brown,9.14
2021-08-09,Bakery,68.72
2021-08-09,Brown,28.22
2021-08-09,Patent,45.57
2021-08-09,Superior,101.39
2021-08-09,Superior Brown,9.38
2021-08-10,Bakery,77.4
2021-08-10,Brown,25.939999999999998
2021-08-10,Patent,42.8
2021-08-10,Superior,96.09
2021-08-10,Superior Brown,9.93
2021-08-11,Bakery,78.37
2021-08-11,Brown,25.28
2021-08-11,Patent,43.64
2021-08-11,Superior,100.1
2021-08-11,Superior Brown,10.22
2021-08-12,Bakery,79.81
2021-08-12,Brown,25.96
2021-08-12,Patent,45.15
2021-08-12,Superior,96.6
2021-08-12,Superior Brown,10.01
2021-08-13,Bakery,64.31
2021-08-13,Brown,23.25
2021-08-13,Patent,36.17
2021-08-13,Superior,81.38
2021-08-13,Superior Brown,7.23
2021-08-14,Bakery,65.19
2021-08-14,Brown,20.64
2021-08-14,Patent,42.489999999999995
2021-08-14,Superior,82.87
2021-08-14,Superior Brown,8.46
2021-08-15,Bakery,75.4
2021-08-15,Brown,23.89
2021-08-15,Patent,45.370000000000005
2021-08-15,Superior,103.22
2021-08-15,Superior Brown,8.9
2021-08-16,Bakery,77.97
2021-08-16,Brown,25.66
2021-08-16,Patent,48.28
2021-08-16,Superior,98.5
2021-08-16,Superior Brown,10.44
2021-08-17,Bakery,76.38
2021-08-17,Brown,26.33
2021-08-17,Patent,46.28
2021-08-17,Superior,101.66
2021-08-17,Superior Brown,8.29
2021-08-18,Bakery,69.72
2021-08-18,Brown,24.869999999999997
2021-08-18,Patent,48.69
2021-08-18,Superior,100.66
2021-08-18,Superior Brown,8.25
2021-08-19,Bakery,79.71000000000001
2021-08-19,Brown,22.39
2021-08-19,Patent,41.230000000000004
2021-08-19,Superior,100.67
2021-08-19,Superior Brown,8.68
2021-08-20,Bakery,60.81
2021-08-20,Brown,23.34
2021-08-20,Patent,39.2
2021-08-20,Superior,84.84
2021-08-20,Superior Brown,7.84
2021-08-21,Bakery,66.35
2021-08-21,Brown,22.43
2021-08-21,Patent,35.3
2021-08-21,Superior,78.35000000000001
2021-08-21,Superior Brown,9.08
2021-08-22,Bakery,72.72
2021-08-22,Brown,23.53
2021-08-22,Patent,45.93
2021-08-22,Superior,92.22
2021-08-22,Superior Brown,9.43
2021-08-23,Bakery,76.87
2021-08-23,Brown,25.29
2021-08-23,Patent,39.8
2021-08-23,Superior,90.4
2021-08-23,Superior Brown,8.36
2021-08-24,Bakery,77.12
2021-08-24,Brown,26.97
2021-08-24,Patent,45.69
2021-08-24,Superior,91.61
2021-08-24,Superior Brown,8.65
2021-08-25,Bakery,75.97
2021-08-25,Brown,23.4
2021-08-25,Patent,38.769999999999996
2021-08-25,Superior,96.05
2021-08-25,Superior Brown,9.05
2021-08-26,Bakery,71.2
2021-08-26,Brown,24.16
2021-08-26,Patent,43.82
2021-08-26,Superior,87.23
2021-08-26,Superior Brown,9.98
2021-08-27,Bakery,58.85
2021-08-27,Brown,24.119999999999997
2021-08-27,Patent,41.45
2021-08-27,Superior,79.49
2021-08-27,Superior Brown,8.01
2021-08-28,Bakery,63.11
2021-08-28,Brown,21.130000000000003
2021-08-28,Patent,31.84
2021-08-28,Superior,76.0
2021-08-28,Superior Brown,9.01
2021-08-29,Bakery,65.57000000000001
2021-08-29,Brown,23.53
2021-08-29,Patent,44.51
2021-08-29,Superior,93.45
2021-08-29,Superior Brown,9.1
2021-08-30,Bakery,65.73
2021-08-30,Brown,24.3
2021-08-30,Patent,44.91
2021-08-30,Superior,90.78
2021-08-30,Superior Brown,9.03
2021-08-31,Bakery,74.42
2021-08-31,Brown,25.96
2021-08-31,Patent,42.24
2021-08-31,Superior,98.33
2021-08-31,Superior Brown,8.42
2021-09-01,Bakery,71.11
2021-09-01,Brown,27.189999999999998
2021-09-01,Patent,36.86
2021-09-01,Superior,92.12
2021-09-01,Superior Brown,9.43
2021-09-02,Bakery,72.0
2021-09-02,Brown,26.0
2021-09-02,Patent,41.6
2021-09-02,Superior,100.28999999999999
2021-09-02,Superior Brown,9.75
2021-09-03,Bakery,59.42
2021-09-03,Brown,20.16
2021-09-03,Patent,35.64
2021-09-03,Superior,77.65
2021-09-03,Superior Brown,7.97
2021-09-04,Bakery,60.23
2021-09-04,Brown,21.29
2021-09-04,Patent,34.32
2021-09-04,Superior,78.07000000000001
2021-09-04,Superior Brown,9.11
2021-09-05,Bakery,72.5
2021-09-05,Brown,22.35
2021-09-05,Patent,38.05
2021-09-05,Superior,95.65
2021-09-05,Superior Brown,11.5
2021-09-06,Bakery,68.48
2021-09-06,Brown,24.439999999999998
2021-09-06,Patent,38.69
2021-09-06,Superior,90.37
2021-09-06,Superior Brown,10.28
2021-09-07,Bakery,68.7
2021-09-07,Brown,24.71
2021-09-07,Patent,37.760000000000005
2021-09-07,Superior,93.75
2021-09-07,Superior Brown,8.27
2021-09-08,Bakery,73.01
2021-09-08,Brown,22.11
2021-09-08,Patent,42.83
2021-09-08,Superior,92.55
2021-09-08,Superior Brown,9.43
2021-09-09,Bakery,72.86
2021-09-09,Brown,26.560000000000002
2021-09-09,Patent,43.010000000000005
2021-09-09,Superior,92.56
2021-09-09,Superior Brown,10.32
2021-09-10,Bakery,58.22
2021-09-10,Brown,20.740000000000002
2021-09-10,Patent,34.84
2021-09-10,Superior,75.98
2021-09-10,Superior Brown,8.26
2021-09-11,Bakery,54.55
2021-09-11,Brown,19.05
2021-09-11,Patent,35.74
2021-09-11,Superior,79.51
2021-09-11,Superior Brown,9.17
2021-09-12,Bakery,73.14
2021-09-12,Brown,22.77
2021-09-12,Patent,44.120000000000005
2021-09-12,Superior,96.06
2021-09-12,Superior Brown,8.65
2021-09-13,Bakery,71.15
2021-09-13,Brown,22.189999999999998
2021-09-13,Patent,40.86
2021-09-13,Superior,96.82000000000001
2021-09-13,Superior Brown,8.57
2021-09-14,Bakery,72.63
2021-09-14,Brown,25.28
2021-09-14,Patent,38.85
2021-09-14,Superior,85.59
2021-09-14,Superior Brown,7.94
2021-09-15,Bakery,69.63
2021-09-15,Brown,26.25
2021-09-15,Patent,40.92
2021-09-15,Superior,99.41
2021-09-15,Superior Brown,7.71
2021-09-16,Bakery,73.44
2021-09-16,Brown,25.509999999999998
2021-09-16,Patent,43.64
2021-09-16,Superior,81.58
2021-09-16,Superior Brown,8.95
2021-09-17,Bakery,59.95
2021-09-17,Brown,19.04
2021-09-17,Patent,33.05
2021-09-17,Superior,82.55
2021-09-17,Superior Brown,7.76
2021-09-18,Bakery,58.99
2021-09-18,Brown,21.46
2021-09-18,Patent,33.41
2021-09-18,Superior,79.03
2021-09-18,Superior Brown,7.61
2021-09-19,Bakery,68.31
2021-09-19,Brown,25.14
2021-09-19,Patent,38.6
2021-09-19,Superior,96.60000000000001
2021-09-19,Superior Brown,9.28
2021-09-20,Bakery,73.24
2021-09-20,Brown,23.66
2021-09-20,Patent,39.57
2021-09-20,Superior,92.2
2021-09-20,Superior Brown,8.29
2021-09-21,Bakery,79.35
2021-09-21,Brown,23.58
2021-09-21,Patent,42.260000000000005
2021-09-21,Superior,90.05
2021-09-21,Superior Brown,10.24
2021-09-22,Bakery,71.96000000000001
2021-09-22,Brown,25.29
2021-09-22,Patent,43.17
2021-09-22,Superior,91.52
2021-09-22,Superior Brown,8.76
2021-09-23,Bakery,77.75
2021-09-23,Brown,26.38
2021-09-23,Patent,38.31
2021-09-23,Superior,92.08
2021-09-23,Superior Brown,8.1
2021-09-24,Bakery,60.33
2021-09-24,Brown,19.17
2021-09-24,Patent,33.97
2021-09-24,Superior,81.36
2021-09-24,Superior Brown,8.19
2021-09-25,Bakery,62.22
2021-09-25,Brown,20.53
2021-09-25,Patent,32.75
2021-09-25,Superior,79.45
2021-09-25,Superior Brown,6.6
2021-09-26,Bakery,69.17999999999999
2021-09-26,Brown,23.75
2021-09-26,Patent,41.31999999999999
2021-09-26,Superior,93.13
2021-09-26,Superior Brown,8.68
2021-09-27,Bakery,74.36
2021-09-27,Brown,24.3
2021-09-27,Patent,40.6
2021-09-27,Superior,91.81
2021-09-27,Superior Brown,10.94
2021-09-28,Bakery,76.62
2021-09-28,Brown,23.33
2021-09-28,Patent,38.93
2021-09-28,Superior,90.1
2021-09-28,Superior Brown,8.16
2021-09-29,Bakery,74.98
2021-09-29,Brown,27.549999999999997
2021-09-29,Patent,33.09
2021-09-29,Superior,90.16
2021-09-29,Superior Brown,9.87
2021-09-30,Bakery,76.83
2021-09-30,Brown,23.560000000000002
2021-09-30,Patent,43.36
2021-09-30,Superior,89.81
2021-09-30,Superior Brown,8.92
2021-10-01,Bakery,68.03
2021-10-01,Brown,19.91
2021-10-01,Patent,34.05
2021-10-01,Superior,78.35
2021-10-01,Superior Brown,7.26
2021-10-02,Bakery,61.94
2021-10-02,Brown,20.549999999999997
2021-10-02,Patent,32.8
2021-10-02,Superior,71.84
2021-10-02,Superior Brown,8.23
2021-10-03,Bakery,70.59
2021-10-03,Brown,22.91
2021-10-03,Patent,44.010000000000005
2021-10-03,Superior,92.25
2021-10-03,Superior Brown,9.63
2021-10-04,Bakery,70.42
2021-10-04,Brown,22.18
2021-10-04,Patent,42.6
2021-10-04,Superior,98.47
2021-10-04,Superior Brown,9.38
2021-10-05,Bakery,72.93
2021-10-05,Brown,25.58
2021-10-05,Patent,41.96
2021-10-05,Superior,86.77
2021-10-05,Superior Brown,10.33
2021-10-06,Bakery,67.65
2021-10-06,Brown,24.86
2021-10-06,Patent,39.03
2021-10-06,Superior,94.34
2021-10-06,Superior Brown,8.73
2021-10-07,Bakery,68.76
2021-10-07,Brown,24.56
2021-10-07,Patent,45.54
2021-10-07,Superior,92.55
2021-10-07,Superior Brown,9.68
2021-10-08,Bakery,64.86
2021-10-08,Brown,22.22
2021-10-08,Patent,34.09
2021-10-08,Superior,75.12
2021-10-08,Superior Brown,7.57
2021-10-09,Bakery,60.28
2021-10-09,Brown,20.72
2021-10-09,Patent,36.269999999999996
2021-10-09,Superior,80.25
2021-10-09,Superior Brown,7.59
2021-10-10,Bakery,78.06
2021-10-10,Brown,24.0
2021-10-10,Patent,43.13
2021-10-10,Superior,93.67
2021-10-10,Superior Brown,8.73
2021-10-11,Bakery,71.75
2021-10-11,Brown,22.67
2021-10-11,Patent,35.8
2021-10-11,Superior,93.57
2021-10-11,Superior Brown,9.64
2021-10-12,Bakery,79.59
2021-10-12,Brown,27.21
2021-10-12,Patent,40.54
2021-10-12,Superior,88.61
2021-10-12,Superior Brown,9.58
2021-10-13,Bakery,73.72
2021-10-13,Brown,25.89
2021-10-13,Patent,41.53
2021-10-13,Superior,87.59
2021-10-13,Superior Brown,7.53
2021-10-14,Bakery,70.81
2021-10-14,Brown,22.28
2021-10-14,Patent,44.25
2021-10-14,Superior,90.3
2021-10-14,Superior Brown,8.37
2021-10-15,Bakery,57.12
2021-10-15,Brown,22.270000000000003
2021-10-15,Patent,36.95
2021-10-15,Superior,78.88
2021-10-15,Superior Brown,7.82
2021-10-16,Bakery,60.75
2021-10-16,Brown,21.59
2021-10-16,Patent,36.16
2021-10-16,Superior,77.86
2021-10-16,Superior Brown,7.18
2021-10-17,Bakery,71.46
2021-10-17,Brown,25.28
2021-10-17,Patent,43.61
2021-10-17,Superior,88.85
2021-10-17,Superior Brown,9.38
2021-10-18,Bakery,68.78999999999999
2021-10-18,Brown,24.22
2021-10-18,Patent,42.64
2021-10-18,Superior,93.84
2021-10-18,Superior Brown,7.73
2021-10-19,Bakery,67.23
2021-10-19,Brown,25.45
2021-10-19,Patent,40.45
2021-10-19,Superior,88.44
2021-10-19,Superior Brown,8.42
2021-10-20,Bakery,68.41
2021-10-20,Brown,23.689999999999998
2021-10-20,Patent,43.93
2021-10-20,Superior,90.05000000000001
2021-10-20,Superior Brown,8.73
2021-10-21,Bakery,75.82
2021-10-21,Brown,25.35
2021-10-21,Patent,40.61
2021-10-21,Superior,89.09
2021-10-21,Superior Brown,10.3
2021-10-22,Bakery,61.55
2021-10-22,Brown,21.48
2021-10-22,Patent,38.42
2021-10-22,Superior,84.9
2021-10-22,Superior Brown,7.92
2021-10-23,Bakery,61.370000000000005
2021-10-23,Brown,22.6
2021-10-23,Patent,34.32
2021-10-23,Superior,76.99
2021-10-23,Superior Brown,6.67
2021-10-24,Bakery,72.68
2021-10-24,Brown,26.54
2021-10-24,Patent,43.85
2021-10-24,Superior,90.02
2021-10-24,Superior Brown,8.09
2021-10-25,Bakery,67.91
2021-10-25,Brown,22.6
2021-10-25,Patent,44.64
2021-10-25,Superior,98.83
2021-10-25,Superior Brown,9.91
2021-10-26,Bakery,66.59
2021-10-26,Brown,26.09
2021-10-26,Patent,43.18
2021-10-26,Superior,98.48
2021-10-26,Superior Brown,9.77
2021-10-27,Bakery,71.48
2021-10-27,Brown,23.0
2021-10-27,Patent,41.58
2021-10-27,Superior,86.67
2021-10-27,Superior Brown,9.27
2021-10-28,Bakery,70.61999999999999
2021-10-28,Brown,25.1
2021-10-28,Patent,46.519999999999996
2021-10-28,Superior,92.31
2021-10-28,Superior Brown,9.04
2021-10-29,Bakery,57.19
2021-10-29,Brown,21.259999999999998
2021-10-29,Patent,33.39
2021-10-29,Superior,74.97
2021-10-29,Superior Brown,8.18
2021-10-30,Bakery,61.91
2021-10-30,Brown,21.23
2021-10-30,Patent,37.660000000000004
2021-10-30,Superior,88.72999999999999
2021-10-30,Superior Brown,7.19
2021-10-31,Bakery,76.04
2021-10-31,Brown,23.97
2021-10-31,Patent,43.92
2021-10-31,Superior,92.39
2021-10-31,Superior Brown,8.68
2021-11-01,Bakery,68.82
2021-11-01,Brown,24.64
2021-11-01,Patent,37.03
2021-11-01,Superior,89.39999999999999
2021-11-01,Superior Brown,8.27
2021-11-02,Bakery,74.25
2021-11-02,Brown,23.71
2021-11-02,Patent,46.8
2021-11-02,Superior,93.4
2021-11-02,Superior Brown,9.14
2021-11-03,Bakery,73.12
2021-11-03,Brown,21.86
2021-11-03,Patent,45.21
2021-11-03,Superior,90.06
2021-11-03,Superior Brown,8.58
2021-11-04,Bakery,78.56
2021-11-04,Brown,25.5
2021-11-04,Patent,43.7
2021-11-04,Superior,95.83
2021-11-04,Superior Brown,9.02
2021-11-05,Bakery,61.79
2021-11-05,Brown,21.53
2021-11-05,Patent,36.58
2021-11-05,Superior,81.87
2021-11-05,Superior Brown,7.03
2021-11-06,Bakery,62.9
2021-11-06,Brown,20.240000000000002
2021-11-06,Patent,41.41
2021-11-06,Superior,80.11
2021-11-06,Superior Brown,7.11
2021-11-07,Bakery,73.24
2021-11-07,Brown,22.19
2021-11-07,Patent,44.879999999999995
2021-11-07,Superior,85.81
2021-11-07,Superior Brown,9.46
2021-11-08,Bakery,80.39
2021-11-08,Brown,24.67
2021-11-08,Patent,35.98
2021-11-08,Superior,104.86
2021-11-08,Superior Brown,8.83
2021-11-09,Bakery,79.43
2021-11-09,Brown,24.950000000000003
2021-11-09,Patent,48.56
2021-11-09,Superior,97.52
2021-11-09,Superior Brown,7.73
2021-11-10,Bakery,72.46
2021-11-10,Brown,23.41
2021-11-10,Patent,40.11
2021-11-10,Superior,88.86
2021-11-10,Superior Brown,8.45
2021-11-11,Bakery,71.85
2021-11-11,Brown,21.73
2021-11-11,Patent,43.25
2021-11-11,Superior,95.05
2021-11-11,Superior Brown,10.09
2021-11-12,Bakery,64.43
2021-11-12,Brown,20.049999999999997
2021-11-12,Patent,39.16
2021-11-12,Superior,90.34
2021-11-12,Superior Brown,7.6
2021-11-13,Bakery,65.84
2021-11-13,Brown,20.03
2021-11-13,Patent,38.45
2021-11-13,Superior,83.08
2021-11-13,Superior Brown,7.24
2021-11-14,Bakery,84.11
2021-11-14,Brown,27.950000000000003
2021-11-14,Patent,49.44
2021-11-14,Superior,88.92
2021-11-14,Superior Brown,10.27
2021-11-15,Bakery,74.63
2021-11-15,Brown,24.990000000000002
2021-11-15,Patent,44.92
2021-11-15,Superior,96.93
2021-11-15,Superior Brown,9.32
2021-11-16,Bakery,76.45
2021-11-16,Brown,27.189999999999998
2021-11-16,Patent,43.83
2021-11-16,Superior,93.78
2021-11-16,Superior Brown,10.0
2021-11-17,Bakery,80.38000000000001
2021-11-17,Brown,28.96
2021-11-17,Patent,41.65
2021-11-17,Superior,95.72
2021-11-17,Superior Brown,9.83
2021-11-18,Bakery,74.88
2021-11-18,Brown,24.64
2021-11-18,Patent,48.58
2021-11-18,Superior,95.19
2021-11-18,Superior Brown,8.35
2021-11-19,Bakery,64.09
2021-11-19,Brown,23.77
2021-11-19,Patent,36.09
2021-11-19,Superior,82.09
2021-11-19,Superior Brown,7.83
2021-11-20,Bakery,68.05
2021-11-20,Brown,20.0
2021-11-20,Patent,41.28
2021-11-20,Superior,84.75
2021-11-20,Superior Brown,7.12
2021-11-21,Bakery,79.08
2021-11-21,Brown,25.05
2021-11-21,Patent,42.230000000000004
2021-11-21,Superior,99.13000000000001
2021-11-21,Superior Brown,8.43
2021-11-22,Bakery,70.07
2021-11-22,Brown,24.02
2021-11-22,Patent,38.0
2021-11-22,Superior,97.75
2021-11-22,Superior Brown,9.71
2021-11-23,Bakery,71.6
2021-11-23,Brown,25.33
2021-11-23,Patent,42.04
2021-11-23,Superior,101.5
2021-11-23,Superior Brown,10.46
2021-11-24,Bakery,73.35
2021-11-24,Brown,26.369999999999997
2021-11-24,Patent,44.099999999999994
2021-11-24,Superior,97.91
2021-11-24,Superior Brown,10.88
2021-11-25,Bakery,71.57
2021-11-25,Brown,25.16
2021-11-25,Patent,42.52
2021-11-25,Superior,108.86000000000001
2021-11-25,Superior Brown,8.63
2021-11-26,Bakery,63.65
2021-11-26,Brown,22.0
2021-11-26,Patent,41.64
2021-11-26,Superior,85.6
2021-11-26,Superior Brown,7.93
2021-11-27,Bakery,70.63
