kpi_name,period,value,delta,driver,status,scenario_id
import_dependency_pct,2021-09-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-09-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2021-09-01 00:00:00,0.072,0.0,Quality,neutral,base
waste_rate_vs_target,2021-09-01 00:00:00,-0.37,0.0,Gap to target,positive,base
energy_per_ton,2021-09-01 00:00:00,69.41,0.0,Efficiency,neutral,base
water_per_ton,2021-09-01 00:00:00,0.7873,0.0,Conservation,neutral,base
vision_2030_compliance,2021-09-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2021-10-01 00:00:00,56836.45,2.6679,SKU forecast,positive,base
recipe_time_utilization_pct,2021-10-01 00:00:00,63.4105,-2.0121,Time constraint,positive,base
capacity_violations_count,2021-10-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-10-01 00:00:00,1070.1892,-2.0136,Wheat price,neutral,base
waste_rate_pct,2021-10-01 00:00:00,1.96,-0.1711,Recipe mix,positive,base
vision_2030_index,2021-10-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2021-10-01 00:00:00,3420984.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2021-10-01 00:00:00,56836.45,0.0,Flour demand,neutral,base
total_recipe_hours,2021-10-01 00:00:00,1445.75,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2021-10-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2021-10-01 00:00:00,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2021-10-01 00:00:00,1096.05,0.0,Schedule,neutral,base
available_mill_hours,2021-10-01 00:00:00,1728.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-10-01 00:00:00,632.45,0.0,Capacity balance,positive,base
avg_changeovers,2021-10-01 00:00:00,113.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2021-10-01 00:00:00,1088.4616,0.0,Raw material,neutral,base
waste_impact_pct,2021-10-01 00:00:00,1.96,0.0,Waste,positive,base
mill_utilization_pct,2021-10-01 00:00:00,63.4105,0.0,Utilization,positive,base
overload_hours,2021-10-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-10-01 00:00:00,191.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-10-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-10-01 00:00:00,31.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-10-01 00:00:00,56836.4,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2021-10-01 00:00:00,1070.1892,0.0,Market,neutral,base
import_dependency_pct,2021-10-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-10-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2021-10-01 00:00:00,0.064,0.0,Quality,neutral,base
waste_rate_vs_target,2021-10-01 00:00:00,-0.54,0.0,Gap to target,positive,base
energy_per_ton,2021-10-01 00:00:00,70.3958,0.0,Efficiency,neutral,base
water_per_ton,2021-10-01 00:00:00,0.7874,0.0,Conservation,neutral,base
vision_2030_compliance,2021-10-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2021-11-01 00:00:00,56457.09,-0.6675,SKU forecast,negative,base
recipe_time_utilization_pct,2021-11-01 00:00:00,64.6963,1.2858,Time constraint,positive,base
capacity_violations_count,2021-11-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-11-01 00:00:00,1080.6894,10.5002,Wheat price,neutral,base
waste_rate_pct,2021-11-01 00:00:00,2.1658,0.2058,Recipe mix,positive,base
vision_2030_index,2021-11-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2021-11-01 00:00:00,3405428.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2021-11-01 00:00:00,56457.09,0.0,Flour demand,neutral,base
total_recipe_hours,2021-11-01 00:00:00,1436.03,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2021-11-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2021-11-01 00:00:00,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2021-11-01 00:00:00,1121.51,0.0,Schedule,neutral,base
available_mill_hours,2021-11-01 00:00:00,1733.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-11-01 00:00:00,611.99,0.0,Capacity balance,positive,base
avg_changeovers,2021-11-01 00:00:00,111.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2021-11-01 00:00:00,1088.5406,0.0,Raw material,neutral,base
waste_impact_pct,2021-11-01 00:00:00,2.1658,0.0,Waste,positive,base
mill_utilization_pct,2021-11-01 00:00:00,64.6963,0.0,Utilization,positive,base
overload_hours,2021-11-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-11-01 00:00:00,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-11-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-11-01 00:00:00,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-11-01 00:00:00,56457.18,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2021-11-01 00:00:00,1080.6894,0.0,Market,neutral,base
import_dependency_pct,2021-11-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-11-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2021-11-01 00:00:00,0.086,0.0,Quality,neutral,base
waste_rate_vs_target,2021-11-01 00:00:00,-0.33,0.0,Gap to target,positive,base
energy_per_ton,2021-11-01 00:00:00,69.4,0.0,Efficiency,neutral,base
water_per_ton,2021-11-01 00:00:00,0.7966,0.0,Conservation,neutral,base
vision_2030_compliance,2021-11-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2021-12-01 00:00:00,60846.44,7.7747,SKU forecast,positive,base
recipe_time_utilization_pct,2021-12-01 00:00:00,65.631,0.9347,Time constraint,positive,base
capacity_violations_count,2021-12-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2021-12-01 00:00:00,1092.2956,11.6063,Wheat price,neutral,base
waste_rate_pct,2021-12-01 00:00:00,2.0229,-0.143,Recipe mix,positive,base
vision_2030_index,2021-12-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2021-12-01 00:00:00,3660419.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2021-12-01 00:00:00,60846.44,0.0,Flour demand,neutral,base
total_recipe_hours,2021-12-01 00:00:00,1547.6,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2021-12-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2021-12-01 00:00:00,0.9797,0.0,Calendar,neutral,base
planned_recipe_hours,2021-12-01 00:00:00,1207.61,0.0,Schedule,neutral,base
available_mill_hours,2021-12-01 00:00:00,1840.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2021-12-01 00:00:00,632.39,0.0,Capacity balance,positive,base
avg_changeovers,2021-12-01 00:00:00,115.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2021-12-01 00:00:00,1088.4333,0.0,Raw material,neutral,base
waste_impact_pct,2021-12-01 00:00:00,2.0229,0.0,Waste,positive,base
mill_utilization_pct,2021-12-01 00:00:00,65.631,0.0,Utilization,positive,base
overload_hours,2021-12-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2021-12-01 00:00:00,200.0,0.0,Scheduling,neutral,base
avg_run_length_days,2021-12-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2021-12-01 00:00:00,32.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2021-12-01 00:00:00,60846.46,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2021-12-01 00:00:00,1092.2956,0.0,Market,neutral,base
import_dependency_pct,2021-12-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2021-12-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2021-12-01 00:00:00,0.082,0.0,Quality,neutral,base
waste_rate_vs_target,2021-12-01 00:00:00,-0.48,0.0,Gap to target,positive,base
energy_per_ton,2021-12-01 00:00:00,69.9686,0.0,Efficiency,neutral,base
water_per_ton,2021-12-01 00:00:00,0.7987,0.0,Conservation,neutral,base
vision_2030_compliance,2021-12-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-01-01 00:00:00,62961.92,3.4768,SKU forecast,positive,base
recipe_time_utilization_pct,2022-01-01 00:00:00,64.1705,-1.4604,Time constraint,positive,base
capacity_violations_count,2022-01-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-01-01 00:00:00,1407.8361,315.5405,Wheat price,negative,base
waste_rate_pct,2022-01-01 00:00:00,2.0873,0.0644,Recipe mix,positive,base
vision_2030_index,2022-01-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-01-01 00:00:00,3803247.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-01-01 00:00:00,62961.92,0.0,Flour demand,neutral,base
total_recipe_hours,2022-01-01 00:00:00,1601.77,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-01-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-01-01 00:00:00,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2022-01-01 00:00:00,1132.61,0.0,Schedule,neutral,base
available_mill_hours,2022-01-01 00:00:00,1765.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-01-01 00:00:00,632.39,0.0,Capacity balance,positive,base
avg_changeovers,2022-01-01 00:00:00,113.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-01-01 00:00:00,1385.1253,0.0,Raw material,neutral,base
waste_impact_pct,2022-01-01 00:00:00,2.0873,0.0,Waste,positive,base
mill_utilization_pct,2022-01-01 00:00:00,64.1705,0.0,Utilization,positive,base
overload_hours,2022-01-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-01-01 00:00:00,194.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-01-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-01-01 00:00:00,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-01-01 00:00:00,62962.01,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-01-01 00:00:00,1407.8361,0.0,Market,neutral,base
import_dependency_pct,2022-01-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-01-01 00:00:00,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2022-01-01 00:00:00,0.065,0.0,Quality,neutral,base
waste_rate_vs_target,2022-01-01 00:00:00,-0.41,0.0,Gap to target,positive,base
energy_per_ton,2022-01-01 00:00:00,70.4073,0.0,Efficiency,neutral,base
water_per_ton,2022-01-01 00:00:00,0.7836,0.0,Conservation,neutral,base
vision_2030_compliance,2022-01-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-02-01 00:00:00,59339.79,-5.7529,SKU forecast,negative,base
recipe_time_utilization_pct,2022-02-01 00:00:00,64.2118,0.0412,Time constraint,positive,base
capacity_violations_count,2022-02-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-02-01 00:00:00,1420.3761,12.54,Wheat price,negative,base
waste_rate_pct,2022-02-01 00:00:00,2.095,0.0077,Recipe mix,positive,base
vision_2030_index,2022-02-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-02-01 00:00:00,3573486.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-02-01 00:00:00,59339.79,0.0,Flour demand,neutral,base
total_recipe_hours,2022-02-01 00:00:00,1509.27,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-02-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-02-01 00:00:00,1.0557,0.0,Calendar,neutral,base
planned_recipe_hours,2022-02-01 00:00:00,1024.82,0.0,Schedule,neutral,base
available_mill_hours,2022-02-01 00:00:00,1596.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-02-01 00:00:00,571.18,0.0,Capacity balance,positive,base
avg_changeovers,2022-02-01 00:00:00,105.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-02-01 00:00:00,1385.3266,0.0,Raw material,neutral,base
waste_impact_pct,2022-02-01 00:00:00,2.095,0.0,Waste,positive,base
mill_utilization_pct,2022-02-01 00:00:00,64.2118,0.0,Utilization,positive,base
overload_hours,2022-02-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-02-01 00:00:00,178.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-02-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-02-01 00:00:00,32.1,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-02-01 00:00:00,59339.73,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-02-01 00:00:00,1420.3761,0.0,Market,neutral,base
import_dependency_pct,2022-02-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-02-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-02-01 00:00:00,0.066,0.0,Quality,neutral,base
waste_rate_vs_target,2022-02-01 00:00:00,-0.4,0.0,Gap to target,positive,base
energy_per_ton,2022-02-01 00:00:00,69.9,0.0,Efficiency,neutral,base
water_per_ton,2022-02-01 00:00:00,0.7947,0.0,Conservation,neutral,base
vision_2030_compliance,2022-02-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-03-01 00:00:00,67289.63,13.3971,SKU forecast,positive,base
recipe_time_utilization_pct,2022-03-01 00:00:00,65.1367,0.9249,Time constraint,positive,base
capacity_violations_count,2022-03-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-03-01 00:00:00,1428.4821,8.106,Wheat price,negative,base
waste_rate_pct,2022-03-01 00:00:00,2.076,-0.019,Recipe mix,positive,base
vision_2030_index,2022-03-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-03-01 00:00:00,4069453.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-03-01 00:00:00,67289.63,0.0,Flour demand,neutral,base
total_recipe_hours,2022-03-01 00:00:00,1711.39,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-03-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-03-01 00:00:00,1.0765,0.0,Calendar,neutral,base
planned_recipe_hours,2022-03-01 00:00:00,1181.58,0.0,Schedule,neutral,base
available_mill_hours,2022-03-01 00:00:00,1814.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-03-01 00:00:00,632.42,0.0,Capacity balance,positive,base
avg_changeovers,2022-03-01 00:00:00,115.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-03-01 00:00:00,1385.1898,0.0,Raw material,neutral,base
waste_impact_pct,2022-03-01 00:00:00,2.076,0.0,Waste,positive,base
mill_utilization_pct,2022-03-01 00:00:00,65.1367,0.0,Utilization,positive,base
overload_hours,2022-03-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-03-01 00:00:00,198.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-03-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-03-01 00:00:00,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-03-01 00:00:00,67289.6,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-03-01 00:00:00,1428.4821,0.0,Market,neutral,base
import_dependency_pct,2022-03-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-03-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-03-01 00:00:00,0.098,0.0,Quality,neutral,base
waste_rate_vs_target,2022-03-01 00:00:00,-0.42,0.0,Gap to target,positive,base
energy_per_ton,2022-03-01 00:00:00,70.076,0.0,Efficiency,neutral,base
water_per_ton,2022-03-01 00:00:00,0.7876,0.0,Conservation,neutral,base
vision_2030_compliance,2022-03-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-04-01 00:00:00,86797.89,28.9915,SKU forecast,positive,base
recipe_time_utilization_pct,2022-04-01 00:00:00,64.3674,-0.7693,Time constraint,positive,base
capacity_violations_count,2022-04-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-04-01 00:00:00,1466.1311,37.649,Wheat price,negative,base
waste_rate_pct,2022-04-01 00:00:00,2.0255,-0.0505,Recipe mix,positive,base
vision_2030_index,2022-04-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-04-01 00:00:00,5231449.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-04-01 00:00:00,86797.89,0.0,Flour demand,neutral,base
total_recipe_hours,2022-04-01 00:00:00,2197.26,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-04-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-04-01 00:00:00,1.442,0.0,Calendar,neutral,base
planned_recipe_hours,2022-04-01 00:00:00,1105.51,0.0,Schedule,neutral,base
available_mill_hours,2022-04-01 00:00:00,1717.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-04-01 00:00:00,611.99,0.0,Capacity balance,positive,base
avg_changeovers,2022-04-01 00:00:00,110.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-04-01 00:00:00,1382.9504,0.0,Raw material,neutral,base
waste_impact_pct,2022-04-01 00:00:00,2.0255,0.0,Waste,positive,base
mill_utilization_pct,2022-04-01 00:00:00,64.3674,0.0,Utilization,positive,base
overload_hours,2022-04-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-04-01 00:00:00,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-04-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-04-01 00:00:00,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-04-01 00:00:00,86797.83,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-04-01 00:00:00,1466.1311,0.0,Market,neutral,base
import_dependency_pct,2022-04-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-04-01 00:00:00,39.7,0.0,Geopolitics,negative,base
yield_variability_index,2022-04-01 00:00:00,0.073,0.0,Quality,neutral,base
waste_rate_vs_target,2022-04-01 00:00:00,-0.47,0.0,Gap to target,positive,base
energy_per_ton,2022-04-01 00:00:00,70.6445,0.0,Efficiency,neutral,base
water_per_ton,2022-04-01 00:00:00,0.7862,0.0,Conservation,neutral,base
vision_2030_compliance,2022-04-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-05-01 00:00:00,66883.71,-22.9432,SKU forecast,negative,base
recipe_time_utilization_pct,2022-05-01 00:00:00,65.6304,1.263,Time constraint,positive,base
capacity_violations_count,2022-05-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-05-01 00:00:00,1425.176,-40.955,Wheat price,negative,base
waste_rate_pct,2022-05-01 00:00:00,2.1486,0.1231,Recipe mix,positive,base
vision_2030_index,2022-05-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-05-01 00:00:00,4024016.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-05-01 00:00:00,66883.71,0.0,Flour demand,neutral,base
total_recipe_hours,2022-05-01 00:00:00,1700.82,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-05-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-05-01 00:00:00,1.0687,0.0,Calendar,neutral,base
planned_recipe_hours,2022-05-01 00:00:00,1207.6,0.0,Schedule,neutral,base
available_mill_hours,2022-05-01 00:00:00,1840.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-05-01 00:00:00,632.4,0.0,Capacity balance,positive,base
avg_changeovers,2022-05-01 00:00:00,115.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-05-01 00:00:00,1385.2811,0.0,Raw material,neutral,base
waste_impact_pct,2022-05-01 00:00:00,2.1486,0.0,Waste,positive,base
mill_utilization_pct,2022-05-01 00:00:00,65.6304,0.0,Utilization,positive,base
overload_hours,2022-05-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-05-01 00:00:00,199.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-05-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-05-01 00:00:00,32.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-05-01 00:00:00,66883.61,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-05-01 00:00:00,1425.176,0.0,Market,neutral,base
import_dependency_pct,2022-05-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-05-01 00:00:00,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2022-05-01 00:00:00,0.119,0.0,Quality,neutral,base
waste_rate_vs_target,2022-05-01 00:00:00,-0.35,0.0,Gap to target,positive,base
energy_per_ton,2022-05-01 00:00:00,69.4229,0.0,Efficiency,neutral,base
water_per_ton,2022-05-01 00:00:00,0.805,0.0,Conservation,neutral,base
vision_2030_compliance,2022-05-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-06-01 00:00:00,61987.39,-7.3206,SKU forecast,negative,base
recipe_time_utilization_pct,2022-06-01 00:00:00,64.5828,-1.0477,Time constraint,positive,base
capacity_violations_count,2022-06-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-06-01 00:00:00,1408.7786,-16.3975,Wheat price,negative,base
waste_rate_pct,2022-06-01 00:00:00,2.2373,0.0887,Recipe mix,positive,base
vision_2030_index,2022-06-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-06-01 00:00:00,3735028.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-06-01 00:00:00,61987.39,0.0,Flour demand,neutral,base
total_recipe_hours,2022-06-01 00:00:00,1576.79,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-06-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-06-01 00:00:00,1.0217,0.0,Calendar,neutral,base
planned_recipe_hours,2022-06-01 00:00:00,1115.99,0.0,Schedule,neutral,base
available_mill_hours,2022-06-01 00:00:00,1728.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-06-01 00:00:00,612.01,0.0,Capacity balance,positive,base
avg_changeovers,2022-06-01 00:00:00,110.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-06-01 00:00:00,1385.2902,0.0,Raw material,neutral,base
waste_impact_pct,2022-06-01 00:00:00,2.2373,0.0,Waste,positive,base
mill_utilization_pct,2022-06-01 00:00:00,64.5828,0.0,Utilization,positive,base
overload_hours,2022-06-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-06-01 00:00:00,189.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-06-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-06-01 00:00:00,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-06-01 00:00:00,61987.21,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-06-01 00:00:00,1408.7786,0.0,Market,neutral,base
import_dependency_pct,2022-06-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-06-01 00:00:00,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-06-01 00:00:00,0.07,0.0,Quality,neutral,base
waste_rate_vs_target,2022-06-01 00:00:00,-0.26,0.0,Gap to target,positive,base
energy_per_ton,2022-06-01 00:00:00,70.3245,0.0,Efficiency,neutral,base
water_per_ton,2022-06-01 00:00:00,0.7991,0.0,Conservation,neutral,base
vision_2030_compliance,2022-06-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-07-01 00:00:00,76881.5,24.0276,SKU forecast,positive,base
recipe_time_utilization_pct,2022-07-01 00:00:00,64.5825,-0.0003,Time constraint,positive,base
capacity_violations_count,2022-07-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-07-01 00:00:00,1418.4319,9.6534,Wheat price,negative,base
waste_rate_pct,2022-07-01 00:00:00,2.054,-0.1833,Recipe mix,positive,base
vision_2030_index,2022-07-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-07-01 00:00:00,4660858.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-07-01 00:00:00,76881.5,0.0,Flour demand,neutral,base
total_recipe_hours,2022-07-01 00:00:00,1957.83,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-07-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-07-01 00:00:00,1.2258,0.0,Calendar,neutral,base
planned_recipe_hours,2022-07-01 00:00:00,1153.12,0.0,Schedule,neutral,base
available_mill_hours,2022-07-01 00:00:00,1785.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-07-01 00:00:00,632.38,0.0,Capacity balance,positive,base
avg_changeovers,2022-07-01 00:00:00,113.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-07-01 00:00:00,1384.9392,0.0,Raw material,neutral,base
waste_impact_pct,2022-07-01 00:00:00,2.054,0.0,Waste,positive,base
mill_utilization_pct,2022-07-01 00:00:00,64.5825,0.0,Utilization,positive,base
overload_hours,2022-07-01 00:00:00,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-07-01 00:00:00,195.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-07-01 00:00:00,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2022-07-01 00:00:00,32.3,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-07-01 00:00:00,76881.46,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-07-01 00:00:00,1418.4319,0.0,Market,neutral,base
import_dependency_pct,2022-07-01 00:00:00,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-07-01 00:00:00,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2022-07-01 00:00:00,0.088,0.0,Quality,neutral,base
waste_rate_vs_target,2022-07-01 00:00:00,-0.45,0.0,Gap to target,positive,base
energy_per_ton,2022-07-01 00:00:00,70.655,0.0,Efficiency,neutral,base
water_per_ton,2022-07-01 00:00:00,0.793,0.0,Conservation,neutral,base
vision_2030_compliance,2022-07-01 00:00:00,85.5,0.0,Composite,positive,base
total_demand_tons,2022-08-01 00:00:00,59926.24,-22.0538,SKU forecast,negative,base
recipe_time_utilization_pct,2022-08-01 00:00:00,65.518,0.9355,Time constraint,positive,base
capacity_violations_count,2022-08-01 00:00:00,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-08-01 00:00:00,1380.1428,-38.2891,Wheat price,negative,base
waste_rate_pct,2022-08-01 00:00:00,2.28,0.226,Recipe mix,positive,base
vision_2030_index,2022-08-01 00:00:00,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-08-01 00:00:00,3605867.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-08-01 00:00:00,59926.24,0.0,Flour demand,neutral,base
total_recipe_hours,2022-08-01 00:00:00,1524.2,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-08-01 00:00:00,100.0,0.0,Model accuracy,positive,base
seasonality_index,2022-08-01 00:00:00,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2022-08-01 00:00:00,1201.6,0.0,Schedule,neutral,base
