date,flour_type,required_tons,recipe_id,allocation_pct,notes,recipe_tons
2024-08-31,Bakery,66.12,R4,0.5,Alternative recipe,33.06
2024-09-01,Bakery,84.58,R2,0.5,Primary recipe,42.29
2024-09-01,Bakery,84.58,R4,0.5,Alternative recipe,42.29
2024-09-02,Bakery,74.89,R2,0.5,Primary recipe,37.445
2024-09-02,Bakery,74.89,R4,0.5,Alternative recipe,37.445
2024-09-03,Bakery,78.35,R2,0.5,Primary recipe,39.175
2024-09-03,Bakery,78.35,R4,0.5,Alternative recipe,39.175
2024-09-04,Bakery,82.56,R2,0.5,Primary recipe,41.28
2024-09-04,Bakery,82.56,R4,0.5,Alternative recipe,41.28
2024-09-05,Bakery,72.99,R2,0.5,Primary recipe,36.495
2024-09-05,Bakery,72.99,R4,0.5,Alternative recipe,36.495
2024-09-06,Bakery,67.53,R2,0.5,Primary recipe,33.765
2024-09-06,Bakery,67.53,R4,0.5,Alternative recipe,33.765
2024-09-07,Bakery,68.74,R2,0.5,Primary recipe,34.37
2024-09-07,Bakery,68.74,R4,0.5,Alternative recipe,34.37
2024-09-08,Bakery,81.52,R2,0.5,Primary recipe,40.76
2024-09-08,Bakery,81.52,R4,0.5,Alternative recipe,40.76
2024-09-09,Bakery,79.49,R2,0.5,Primary recipe,39.745
2024-09-09,Bakery,79.49,R4,0.5,Alternative recipe,39.745
2024-09-10,Bakery,78.47,R2,0.5,Primary recipe,39.235
2024-09-10,Bakery,78.47,R4,0.5,Alternative recipe,39.235
2024-09-11,Bakery,76.26,R2,0.5,Primary recipe,38.13
2024-09-11,Bakery,76.26,R4,0.5,Alternative recipe,38.13
2024-09-12,Bakery,83.42,R2,0.5,Primary recipe,41.71
2024-09-12,Bakery,83.42,R4,0.5,Alternative recipe,41.71
2024-09-13,Bakery,68.03,R2,0.5,Primary recipe,34.015
2024-09-13,Bakery,68.03,R4,0.5,Alternative recipe,34.015
2024-09-14,Bakery,72.55,R2,0.5,Primary recipe,36.275
2024-09-14,Bakery,72.55,R4,0.5,Alternative recipe,36.275
2024-09-15,Bakery,85.0,R2,0.5,Primary recipe,42.5
2024-09-15,Bakery,85.0,R4,0.5,Alternative recipe,42.5
2024-09-16,Bakery,77.05,R2,0.5,Primary recipe,38.525
2024-09-16,Bakery,77.05,R4,0.5,Alternative recipe,38.525
2024-09-17,Bakery,77.53999999999999,R2,0.5,Primary recipe,38.769999999999996
2024-09-17,Bakery,77.53999999999999,R4,0.5,Alternative recipe,38.769999999999996
2024-09-18,Bakery,82.59,R2,0.5,Primary recipe,41.295
2024-09-18,Bakery,82.59,R4,0.5,Alternative recipe,41.295
2024-09-19,Bakery,76.66,R2,0.5,Primary recipe,38.33
2024-09-19,Bakery,76.66,R4,0.5,Alternative recipe,38.33
2024-09-20,Bakery,73.35,R2,0.5,Primary recipe,36.675
2024-09-20,Bakery,73.35,R4,0.5,Alternative recipe,36.675
2024-09-21,Bakery,69.66,R2,0.5,Primary recipe,34.83
2024-09-21,Bakery,69.66,R4,0.5,Alternative recipe,34.83
2024-09-22,Bakery,75.13,R2,0.5,Primary recipe,37.565
2024-09-22,Bakery,75.13,R4,0.5,Alternative recipe,37.565
2024-09-23,Bakery,79.13,R2,0.5,Primary recipe,39.565
2024-09-23,Bakery,79.13,R4,0.5,Alternative recipe,39.565
2024-09-24,Bakery,66.64,R2,0.5,Primary recipe,33.32
2024-09-24,Bakery,66.64,R4,0.5,Alternative recipe,33.32
2024-09-25,Bakery,77.35,R2,0.5,Primary recipe,38.675
2024-09-25,Bakery,77.35,R4,0.5,Alternative recipe,38.675
2024-09-26,Bakery,77.78,R2,0.5,Primary recipe,38.89
2024-09-26,Bakery,77.78,R4,0.5,Alternative recipe,38.89
2024-09-27,Bakery,68.77,R2,0.5,Primary recipe,34.385
2024-09-27,Bakery,68.77,R4,0.5,Alternative recipe,34.385
2024-09-28,Bakery,68.19,R2,0.5,Primary recipe,34.095
2024-09-28,Bakery,68.19,R4,0.5,Alternative recipe,34.095
2024-09-29,Bakery,80.25999999999999,R2,0.5,Primary recipe,40.129999999999995
2024-09-29,Bakery,80.25999999999999,R4,0.5,Alternative recipe,40.129999999999995
2024-09-30,Bakery,85.09,R2,0.5,Primary recipe,42.545
2024-09-30,Bakery,85.09,R4,0.5,Alternative recipe,42.545
2024-10-01,Bakery,81.01,R2,0.5,Primary recipe,40.505
2024-10-01,Bakery,81.01,R4,0.5,Alternative recipe,40.505
2024-10-02,Bakery,81.14999999999999,R2,0.5,Primary recipe,40.574999999999996
2024-10-02,Bakery,81.14999999999999,R4,0.5,Alternative recipe,40.574999999999996
2024-10-03,Bakery,78.75,R2,0.5,Primary recipe,39.375
2024-10-03,Bakery,78.75,R4,0.5,Alternative recipe,39.375
2024-10-04,Bakery,66.89,R2,0.5,Primary recipe,33.445
2024-10-04,Bakery,66.89,R4,0.5,Alternative recipe,33.445
2024-10-05,Bakery,58.32,R2,0.5,Primary recipe,29.16
2024-10-05,Bakery,58.32,R4,0.5,Alternative recipe,29.16
2024-10-06,Bakery,71.15,R2,0.5,Primary recipe,35.575
2024-10-06,Bakery,71.15,R4,0.5,Alternative recipe,35.575
2024-10-07,Bakery,76.61,R2,0.5,Primary recipe,38.305
2024-10-07,Bakery,76.61,R4,0.5,Alternative recipe,38.305
2024-10-08,Bakery,82.97,R2,0.5,Primary recipe,41.485
2024-10-08,Bakery,82.97,R4,0.5,Alternative recipe,41.485
2024-10-09,Bakery,74.96,R2,0.5,Primary recipe,37.48
2024-10-09,Bakery,74.96,R4,0.5,Alternative recipe,37.48
2024-10-10,Bakery,76.91,R2,0.5,Primary recipe,38.455
2024-10-10,Bakery,76.91,R4,0.5,Alternative recipe,38.455
2024-10-11,Bakery,67.99,R2,0.5,Primary recipe,33.995
2024-10-11,Bakery,67.99,R4,0.5,Alternative recipe,33.995
2024-10-12,Bakery,66.81,R2,0.5,Primary recipe,33.405
2024-10-12,Bakery,66.81,R4,0.5,Alternative recipe,33.405
2024-10-13,Bakery,73.59,R2,0.5,Primary recipe,36.795
2024-10-13,Bakery,73.59,R4,0.5,Alternative recipe,36.795
2024-10-14,Bakery,81.97,R2,0.5,Primary recipe,40.985
2024-10-14,Bakery,81.97,R4,0.5,Alternative recipe,40.985
2024-10-15,Bakery,75.97,R2,0.5,Primary recipe,37.985
2024-10-15,Bakery,75.97,R4,0.5,Alternative recipe,37.985
2024-10-16,Bakery,83.08,R2,0.5,Primary recipe,41.54
2024-10-16,Bakery,83.08,R4,0.5,Alternative recipe,41.54
2024-10-17,Bakery,80.38,R2,0.5,Primary recipe,40.19
2024-10-17,Bakery,80.38,R4,0.5,Alternative recipe,40.19
2024-10-18,Bakery,68.33,R2,0.5,Primary recipe,34.165
2024-10-18,Bakery,68.33,R4,0.5,Alternative recipe,34.165
2024-10-19,Bakery,64.05,R2,0.5,Primary recipe,32.025
2024-10-19,Bakery,64.05,R4,0.5,Alternative recipe,32.025
2024-10-20,Bakery,77.86,R2,0.5,Primary recipe,38.93
2024-10-20,Bakery,77.86,R4,0.5,Alternative recipe,38.93
2024-10-21,Bakery,73.03999999999999,R2,0.5,Primary recipe,36.519999999999996
2024-10-21,Bakery,73.03999999999999,R4,0.5,Alternative recipe,36.519999999999996
2024-10-22,Bakery,80.42,R2,0.5,Primary recipe,40.21
2024-10-22,Bakery,80.42,R4,0.5,Alternative recipe,40.21
2024-10-23,Bakery,76.60000000000001,R2,0.5,Primary recipe,38.300000000000004
2024-10-23,Bakery,76.60000000000001,R4,0.5,Alternative recipe,38.300000000000004
2024-10-24,Bakery,82.31,R2,0.5,Primary recipe,41.155
2024-10-24,Bakery,82.31,R4,0.5,Alternative recipe,41.155
2024-10-25,Bakery,73.64,R2,0.5,Primary recipe,36.82
2024-10-25,Bakery,73.64,R4,0.5,Alternative recipe,36.82
2024-10-26,Bakery,67.02000000000001,R2,0.5,Primary recipe,33.510000000000005
2024-10-26,Bakery,67.02000000000001,R4,0.5,Alternative recipe,33.510000000000005
2024-10-27,Bakery,74.71,R2,0.5,Primary recipe,37.355
2024-10-27,Bakery,74.71,R4,0.5,Alternative recipe,37.355
2024-10-28,Bakery,82.28,R2,0.5,Primary recipe,41.14
2024-10-28,Bakery,82.28,R4,0.5,Alternative recipe,41.14
2024-10-29,Bakery,81.95,R2,0.5,Primary recipe,40.975
2024-10-29,Bakery,81.95,R4,0.5,Alternative recipe,40.975
2024-10-30,Bakery,72.29,R2,0.5,Primary recipe,36.145
2024-10-30,Bakery,72.29,R4,0.5,Alternative recipe,36.145
2024-10-31,Bakery,81.91,R2,0.5,Primary recipe,40.955
2024-10-31,Bakery,81.91,R4,0.5,Alternative recipe,40.955
2024-11-01,Bakery,63.980000000000004,R2,0.5,Primary recipe,31.990000000000002
2024-11-01,Bakery,63.980000000000004,R4,0.5,Alternative recipe,31.990000000000002
2024-11-02,Bakery,64.62,R2,0.5,Primary recipe,32.31
2024-11-02,Bakery,64.62,R4,0.5,Alternative recipe,32.31
2024-11-03,Bakery,79.82,R2,0.5,Primary recipe,39.91
2024-11-03,Bakery,79.82,R4,0.5,Alternative recipe,39.91
2024-11-04,Bakery,74.08,R2,0.5,Primary recipe,37.04
2024-11-04,Bakery,74.08,R4,0.5,Alternative recipe,37.04
2024-11-05,Bakery,81.46,R2,0.5,Primary recipe,40.73
2024-11-05,Bakery,81.46,R4,0.5,Alternative recipe,40.73
2024-11-06,Bakery,80.36,R2,0.5,Primary recipe,40.18
2024-11-06,Bakery,80.36,R4,0.5,Alternative recipe,40.18
2024-11-07,Bakery,80.71,R2,0.5,Primary recipe,40.355
2024-11-07,Bakery,80.71,R4,0.5,Alternative recipe,40.355
2024-11-08,Bakery,68.48,R2,0.5,Primary recipe,34.24
2024-11-08,Bakery,68.48,R4,0.5,Alternative recipe,34.24
2024-11-09,Bakery,61.09,R2,0.5,Primary recipe,30.545
2024-11-09,Bakery,61.09,R4,0.5,Alternative recipe,30.545
2024-11-10,Bakery,86.73,R2,0.5,Primary recipe,43.365
2024-11-10,Bakery,86.73,R4,0.5,Alternative recipe,43.365
2024-11-11,Bakery,92.58,R2,0.5,Primary recipe,46.29
2024-11-11,Bakery,92.58,R4,0.5,Alternative recipe,46.29
2024-11-12,Bakery,85.7,R2,0.5,Primary recipe,42.85
2024-11-12,Bakery,85.7,R4,0.5,Alternative recipe,42.85
2024-11-13,Bakery,86.60000000000001,R2,0.5,Primary recipe,43.300000000000004
2024-11-13,Bakery,86.60000000000001,R4,0.5,Alternative recipe,43.300000000000004
2024-11-14,Bakery,80.28,R2,0.5,Primary recipe,40.14
2024-11-14,Bakery,80.28,R4,0.5,Alternative recipe,40.14
2024-11-15,Bakery,70.17999999999999,R2,0.5,Primary recipe,35.089999999999996
2024-11-15,Bakery,70.17999999999999,R4,0.5,Alternative recipe,35.089999999999996
2024-11-16,Bakery,59.62,R2,0.5,Primary recipe,29.81
2024-11-16,Bakery,59.62,R4,0.5,Alternative recipe,29.81
2024-11-17,Bakery,89.98,R2,0.5,Primary recipe,44.99
2024-11-17,Bakery,89.98,R4,0.5,Alternative recipe,44.99
2024-11-18,Bakery,83.72,R2,0.5,Primary recipe,41.86
2024-11-18,Bakery,83.72,R4,0.5,Alternative recipe,41.86
2024-11-19,Bakery,89.82,R2,0.5,Primary recipe,44.91
2024-11-19,Bakery,89.82,R4,0.5,Alternative recipe,44.91
2024-11-20,Bakery,78.29,R2,0.5,Primary recipe,39.145
2024-11-20,Bakery,78.29,R4,0.5,Alternative recipe,39.145
2024-11-21,Bakery,91.7,R2,0.5,Primary recipe,45.85
2024-11-21,Bakery,91.7,R4,0.5,Alternative recipe,45.85
2024-11-22,Bakery,76.76,R2,0.5,Primary recipe,38.38
2024-11-22,Bakery,76.76,R4,0.5,Alternative recipe,38.38
2024-11-23,Bakery,68.03999999999999,R2,0.5,Primary recipe,34.019999999999996
2024-11-23,Bakery,68.03999999999999,R4,0.5,Alternative recipe,34.019999999999996
2024-11-24,Bakery,84.71,R2,0.5,Primary recipe,42.355
2024-11-24,Bakery,84.71,R4,0.5,Alternative recipe,42.355
2024-11-25,Bakery,83.02,R2,0.5,Primary recipe,41.51
2024-11-25,Bakery,83.02,R4,0.5,Alternative recipe,41.51
2024-11-26,Bakery,82.55,R2,0.5,Primary recipe,41.275
2024-11-26,Bakery,82.55,R4,0.5,Alternative recipe,41.275
2024-11-27,Bakery,83.41,R2,0.5,Primary recipe,41.705
2024-11-27,Bakery,83.41,R4,0.5,Alternative recipe,41.705
2024-11-28,Bakery,94.13000000000001,R2,0.5,Primary recipe,47.065000000000005
2024-11-28,Bakery,94.13000000000001,R4,0.5,Alternative recipe,47.065000000000005
2024-11-29,Bakery,74.88,R2,0.5,Primary recipe,37.44
2024-11-29,Bakery,74.88,R4,0.5,Alternative recipe,37.44
2024-11-30,Bakery,72.63,R2,0.5,Primary recipe,36.315
2024-11-30,Bakery,72.63,R4,0.5,Alternative recipe,36.315
2024-12-01,Bakery,93.47,R2,0.5,Primary recipe,46.735
2024-12-01,Bakery,93.47,R4,0.5,Alternative recipe,46.735
2024-12-02,Bakery,85.0,R2,0.5,Primary recipe,42.5
2024-12-02,Bakery,85.0,R4,0.5,Alternative recipe,42.5
2024-12-03,Bakery,82.53,R2,0.5,Primary recipe,41.265
2024-12-03,Bakery,82.53,R4,0.5,Alternative recipe,41.265
2024-12-04,Bakery,88.21000000000001,R2,0.5,Primary recipe,44.105000000000004
2024-12-04,Bakery,88.21000000000001,R4,0.5,Alternative recipe,44.105000000000004
2024-12-05,Bakery,80.93,R2,0.5,Primary recipe,40.465
2024-12-05,Bakery,80.93,R4,0.5,Alternative recipe,40.465
2024-12-06,Bakery,74.21000000000001,R2,0.5,Primary recipe,37.105000000000004
2024-12-06,Bakery,74.21000000000001,R4,0.5,Alternative recipe,37.105000000000004
2024-12-07,Bakery,71.36,R2,0.5,Primary recipe,35.68
2024-12-07,Bakery,71.36,R4,0.5,Alternative recipe,35.68
2024-12-08,Bakery,82.81,R2,0.5,Primary recipe,41.405
2024-12-08,Bakery,82.81,R4,0.5,Alternative recipe,41.405
2024-12-09,Bakery,93.42999999999999,R2,0.5,Primary recipe,46.714999999999996
2024-12-09,Bakery,93.42999999999999,R4,0.5,Alternative recipe,46.714999999999996
2024-12-10,Bakery,88.15,R2,0.5,Primary recipe,44.075
2024-12-10,Bakery,88.15,R4,0.5,Alternative recipe,44.075
2024-12-11,Bakery,91.19,R2,0.5,Primary recipe,45.595
2024-12-11,Bakery,91.19,R4,0.5,Alternative recipe,45.595
2024-12-12,Bakery,87.66,R2,0.5,Primary recipe,43.83
2024-12-12,Bakery,87.66,R4,0.5,Alternative recipe,43.83
2024-12-13,Bakery,77.89999999999999,R2,0.5,Primary recipe,38.949999999999996
2024-12-13,Bakery,77.89999999999999,R4,0.5,Alternative recipe,38.949999999999996
2024-12-14,Bakery,78.64,R2,0.5,Primary recipe,39.32
2024-12-14,Bakery,78.64,R4,0.5,Alternative recipe,39.32
2024-12-15,Bakery,91.99000000000001,R2,0.5,Primary recipe,45.995000000000005
2024-12-15,Bakery,91.99000000000001,R4,0.5,Alternative recipe,45.995000000000005
2024-12-16,Bakery,93.94,R2,0.5,Primary recipe,46.97
2024-12-16,Bakery,93.94,R4,0.5,Alternative recipe,46.97
2024-12-17,Bakery,92.09,R2,0.5,Primary recipe,46.045
2024-12-17,Bakery,92.09,R4,0.5,Alternative recipe,46.045
2024-12-18,Bakery,89.94,R2,0.5,Primary recipe,44.97
2024-12-18,Bakery,89.94,R4,0.5,Alternative recipe,44.97
2024-12-19,Bakery,90.16,R2,0.5,Primary recipe,45.08
2024-12-19,Bakery,90.16,R4,0.5,Alternative recipe,45.08
2024-12-20,Bakery,72.21000000000001,R2,0.5,Primary recipe,36.105000000000004
2024-12-20,Bakery,72.21000000000001,R4,0.5,Alternative recipe,36.105000000000004
2024-12-21,Bakery,78.97,R2,0.5,Primary recipe,39.485
2024-12-21,Bakery,78.97,R4,0.5,Alternative recipe,39.485
2024-12-22,Bakery,96.13,R2,0.5,Primary recipe,48.065
2024-12-22,Bakery,96.13,R4,0.5,Alternative recipe,48.065
2024-12-23,Bakery,82.19,R2,0.5,Primary recipe,41.095
2024-12-23,Bakery,82.19,R4,0.5,Alternative recipe,41.095
2024-12-24,Bakery,93.77000000000001,R2,0.5,Primary recipe,46.885000000000005
2024-12-24,Bakery,93.77000000000001,R4,0.5,Alternative recipe,46.885000000000005
2024-12-25,Bakery,99.07,R2,0.5,Primary recipe,49.535
2024-12-25,Bakery,99.07,R4,0.5,Alternative recipe,49.535
2024-12-26,Bakery,103.75999999999999,R2,0.5,Primary recipe,51.879999999999995
2024-12-26,Bakery,103.75999999999999,R4,0.5,Alternative recipe,51.879999999999995
2024-12-27,Bakery,67.77,R2,0.5,Primary recipe,33.885
2024-12-27,Bakery,67.77,R4,0.5,Alternative recipe,33.885
2024-12-28,Bakery,71.65,R2,0.5,Primary recipe,35.825
2024-12-28,Bakery,71.65,R4,0.5,Alternative recipe,35.825
2024-12-29,Bakery,93.28,R2,0.5,Primary recipe,46.64
2024-12-29,Bakery,93.28,R4,0.5,Alternative recipe,46.64
2024-12-30,Bakery,93.5,R2,0.5,Primary recipe,46.75
2024-12-30,Bakery,93.5,R4,0.5,Alternative recipe,46.75
2024-12-31,Bakery,87.35,R2,0.5,Primary recipe,43.675
2024-12-31,Bakery,87.35,R4,0.5,Alternative recipe,43.675
2025-01-01,Bakery,97.15,R2,0.5,Primary recipe,48.575
2025-01-01,Bakery,97.15,R4,0.5,Alternative recipe,48.575
2025-01-02,Bakery,100.37,R2,0.5,Primary recipe,50.185
2025-01-02,Bakery,100.37,R4,0.5,Alternative recipe,50.185
2025-01-03,Bakery,83.53999999999999,R2,0.5,Primary recipe,41.769999999999996
2025-01-03,Bakery,83.53999999999999,R4,0.5,Alternative recipe,41.769999999999996
2025-01-04,Bakery,83.5,R2,0.5,Primary recipe,41.75
2025-01-04,Bakery,83.5,R4,0.5,Alternative recipe,41.75
2025-01-05,Bakery,89.53999999999999,R2,0.5,Primary recipe,44.769999999999996
2025-01-05,Bakery,89.53999999999999,R4,0.5,Alternative recipe,44.769999999999996
2025-01-06,Bakery,92.08,R2,0.5,Primary recipe,46.04
2025-01-06,Bakery,92.08,R4,0.5,Alternative recipe,46.04
2025-01-07,Bakery,99.82,R2,0.5,Primary recipe,49.91
2025-01-07,Bakery,99.82,R4,0.5,Alternative recipe,49.91
2025-01-08,Bakery,99.98,R2,0.5,Primary recipe,49.99
2025-01-08,Bakery,99.98,R4,0.5,Alternative recipe,49.99
2025-01-09,Bakery,94.24000000000001,R2,0.5,Primary recipe,47.120000000000005
2025-01-09,Bakery,94.24000000000001,R4,0.5,Alternative recipe,47.120000000000005
2025-01-10,Bakery,84.43,R2,0.5,Primary recipe,42.215
2025-01-10,Bakery,84.43,R4,0.5,Alternative recipe,42.215
2025-01-11,Bakery,82.62,R2,0.5,Primary recipe,41.31
2025-01-11,Bakery,82.62,R4,0.5,Alternative recipe,41.31
2025-01-12,Bakery,94.9,R2,0.5,Primary recipe,47.45
2025-01-12,Bakery,94.9,R4,0.5,Alternative recipe,47.45
2025-01-13,Bakery,92.28999999999999,R2,0.5,Primary recipe,46.144999999999996
2025-01-13,Bakery,92.28999999999999,R4,0.5,Alternative recipe,46.144999999999996
2025-01-14,Bakery,106.88,R2,0.5,Primary recipe,53.44
2025-01-14,Bakery,106.88,R4,0.5,Alternative recipe,53.44
2025-01-15,Bakery,90.56,R2,0.5,Primary recipe,45.28
2025-01-15,Bakery,90.56,R4,0.5,Alternative recipe,45.28
2025-01-16,Bakery,101.32,R2,0.5,Primary recipe,50.66
2025-01-16,Bakery,101.32,R4,0.5,Alternative recipe,50.66
2025-01-17,Bakery,83.1,R2,0.5,Primary recipe,41.55
2025-01-17,Bakery,83.1,R4,0.5,Alternative recipe,41.55
2025-01-18,Bakery,82.15,R2,0.5,Primary recipe,41.075
2025-01-18,Bakery,82.15,R4,0.5,Alternative recipe,41.075
2025-01-19,Bakery,103.8,R2,0.5,Primary recipe,51.9
2025-01-19,Bakery,103.8,R4,0.5,Alternative recipe,51.9
2025-01-20,Bakery,107.8,R2,0.5,Primary recipe,53.9
2025-01-20,Bakery,107.8,R4,0.5,Alternative recipe,53.9
2025-01-21,Bakery,97.17,R2,0.5,Primary recipe,48.585
2025-01-21,Bakery,97.17,R4,0.5,Alternative recipe,48.585
2025-01-22,Bakery,100.1,R2,0.5,Primary recipe,50.05
2025-01-22,Bakery,100.1,R4,0.5,Alternative recipe,50.05
2025-01-23,Bakery,97.04,R2,0.5,Primary recipe,48.52
2025-01-23,Bakery,97.04,R4,0.5,Alternative recipe,48.52
2025-01-24,Bakery,84.08,R2,0.5,Primary recipe,42.04
2025-01-24,Bakery,84.08,R4,0.5,Alternative recipe,42.04
2025-01-25,Bakery,83.81,R2,0.5,Primary recipe,41.905
2025-01-25,Bakery,83.81,R4,0.5,Alternative recipe,41.905
2025-01-26,Bakery,98.31,R2,0.5,Primary recipe,49.155
2025-01-26,Bakery,98.31,R4,0.5,Alternative recipe,49.155
2025-01-27,Bakery,99.96,R2,0.5,Primary recipe,49.98
2025-01-27,Bakery,99.96,R4,0.5,Alternative recipe,49.98
2025-01-28,Bakery,98.25,R2,0.5,Primary recipe,49.125
2025-01-28,Bakery,98.25,R4,0.5,Alternative recipe,49.125
2025-01-29,Bakery,90.08,R2,0.5,Primary recipe,45.04
2025-01-29,Bakery,90.08,R4,0.5,Alternative recipe,45.04
2025-01-30,Bakery,105.06,R2,0.5,Primary recipe,52.53
2025-01-30,Bakery,105.06,R4,0.5,Alternative recipe,52.53
2025-01-31,Bakery,81.34,R2,0.5,Primary recipe,40.67
2025-01-31,Bakery,81.34,R4,0.5,Alternative recipe,40.67
2025-02-01,Bakery,88.13,R2,0.5,Primary recipe,44.065
2025-02-01,Bakery,88.13,R4,0.5,Alternative recipe,44.065
2025-02-02,Bakery,108.67,R2,0.5,Primary recipe,54.335
2025-02-02,Bakery,108.67,R4,0.5,Alternative recipe,54.335
2025-02-03,Bakery,98.39,R2,0.5,Primary recipe,49.195
2025-02-03,Bakery,98.39,R4,0.5,Alternative recipe,49.195
2025-02-04,Bakery,108.05,R2,0.5,Primary recipe,54.025
2025-02-04,Bakery,108.05,R4,0.5,Alternative recipe,54.025
2025-02-05,Bakery,96.06,R2,0.5,Primary recipe,48.03
2025-02-05,Bakery,96.06,R4,0.5,Alternative recipe,48.03
2025-02-06,Bakery,105.95,R2,0.5,Primary recipe,52.975
2025-02-06,Bakery,105.95,R4,0.5,Alternative recipe,52.975
2025-02-07,Bakery,87.61,R2,0.5,Primary recipe,43.805
2025-02-07,Bakery,87.61,R4,0.5,Alternative recipe,43.805
2025-02-08,Bakery,92.08,R2,0.5,Primary recipe,46.04
2025-02-08,Bakery,92.08,R4,0.5,Alternative recipe,46.04
2025-02-09,Bakery,109.22,R2,0.5,Primary recipe,54.61
2025-02-09,Bakery,109.22,R4,0.5,Alternative recipe,54.61
2025-02-10,Bakery,100.03,R2,0.5,Primary recipe,50.015
2025-02-10,Bakery,100.03,R4,0.5,Alternative recipe,50.015
2025-02-11,Bakery,90.71000000000001,R2,0.5,Primary recipe,45.355000000000004
2025-02-11,Bakery,90.71000000000001,R4,0.5,Alternative recipe,45.355000000000004
2025-02-12,Bakery,97.85000000000001,R2,0.5,Primary recipe,48.925000000000004
2025-02-12,Bakery,97.85000000000001,R4,0.5,Alternative recipe,48.925000000000004
2025-02-13,Bakery,100.82,R2,0.5,Primary recipe,50.41
2025-02-13,Bakery,100.82,R4,0.5,Alternative recipe,50.41
2025-02-14,Bakery,86.24,R2,0.5,Primary recipe,43.12
2025-02-14,Bakery,86.24,R4,0.5,Alternative recipe,43.12
2025-02-15,Bakery,86.71000000000001,R2,0.5,Primary recipe,43.355000000000004
2025-02-15,Bakery,86.71000000000001,R4,0.5,Alternative recipe,43.355000000000004
2025-02-16,Bakery,95.61999999999999,R2,0.5,Primary recipe,47.809999999999995
2025-02-16,Bakery,95.61999999999999,R4,0.5,Alternative recipe,47.809999999999995
2025-02-17,Bakery,109.12,R2,0.5,Primary recipe,54.56
2025-02-17,Bakery,109.12,R4,0.5,Alternative recipe,54.56
2025-02-18,Bakery,101.74,R2,0.5,Primary recipe,50.87
2025-02-18,Bakery,101.74,R4,0.5,Alternative recipe,50.87
2025-02-19,Bakery,96.53999999999999,R2,0.5,Primary recipe,48.269999999999996
2025-02-19,Bakery,96.53999999999999,R4,0.5,Alternative recipe,48.269999999999996
2025-02-20,Bakery,101.23,R2,0.5,Primary recipe,50.615
2025-02-20,Bakery,101.23,R4,0.5,Alternative recipe,50.615
2025-02-21,Bakery,89.57,R2,0.5,Primary recipe,44.785
2025-02-21,Bakery,89.57,R4,0.5,Alternative recipe,44.785
2025-02-22,Bakery,89.67,R2,0.5,Primary recipe,44.835
2025-02-22,Bakery,89.67,R4,0.5,Alternative recipe,44.835
2025-02-23,Bakery,107.26,R2,0.5,Primary recipe,53.63
2025-02-23,Bakery,107.26,R4,0.5,Alternative recipe,53.63
2025-02-24,Bakery,112.83,R2,0.5,Primary recipe,56.415
2025-02-24,Bakery,112.83,R4,0.5,Alternative recipe,56.415
2025-02-25,Bakery,104.53999999999999,R2,0.5,Primary recipe,52.269999999999996
2025-02-25,Bakery,104.53999999999999,R4,0.5,Alternative recipe,52.269999999999996
2025-02-26,Bakery,103.49,R2,0.5,Primary recipe,51.745
2025-02-26,Bakery,103.49,R4,0.5,Alternative recipe,51.745
2025-02-27,Bakery,105.65,R2,0.5,Primary recipe,52.825
2025-02-27,Bakery,105.65,R4,0.5,Alternative recipe,52.825
2025-02-28,Bakery,87.84,R2,0.5,Primary recipe,43.92
2025-02-28,Bakery,87.84,R4,0.5,Alternative recipe,43.92
2025-03-01,Bakery,209.66,R2,0.5,Primary recipe,104.83
2025-03-01,Bakery,209.66,R4,0.5,Alternative recipe,104.83
2025-03-02,Bakery,250.63,R2,0.5,Primary recipe,125.315
2025-03-02,Bakery,250.63,R4,0.5,Alternative recipe,125.315
2025-03-03,Bakery,272.0,R2,0.5,Primary recipe,136.0
2025-03-03,Bakery,272.0,R4,0.5,Alternative recipe,136.0
2025-03-04,Bakery,278.06,R2,0.5,Primary recipe,139.03
2025-03-04,Bakery,278.06,R4,0.5,Alternative recipe,139.03
2025-03-05,Bakery,261.85,R2,0.5,Primary recipe,130.925
2025-03-05,Bakery,261.85,R4,0.5,Alternative recipe,130.925
2025-03-06,Bakery,259.89,R2,0.5,Primary recipe,129.945
2025-03-06,Bakery,259.89,R4,0.5,Alternative recipe,129.945
2025-03-07,Bakery,201.27,R2,0.5,Primary recipe,100.635
2025-03-07,Bakery,201.27,R4,0.5,Alternative recipe,100.635
2025-03-08,Bakery,227.34,R2,0.5,Primary recipe,113.67
2025-03-08,Bakery,227.34,R4,0.5,Alternative recipe,113.67
2025-03-09,Bakery,261.9,R2,0.5,Primary recipe,130.95
2025-03-09,Bakery,261.9,R4,0.5,Alternative recipe,130.95
2025-03-10,Bakery,245.44,R2,0.5,Primary recipe,122.72
2025-03-10,Bakery,245.44,R4,0.5,Alternative recipe,122.72
2025-03-11,Bakery,249.07999999999998,R2,0.5,Primary recipe,124.53999999999999
2025-03-11,Bakery,249.07999999999998,R4,0.5,Alternative recipe,124.53999999999999
2025-03-12,Bakery,265.37,R2,0.5,Primary recipe,132.685
2025-03-12,Bakery,265.37,R4,0.5,Alternative recipe,132.685
2025-03-13,Bakery,263.49,R2,0.5,Primary recipe,131.745
2025-03-13,Bakery,263.49,R4,0.5,Alternative recipe,131.745
2025-03-14,Bakery,210.61,R2,0.5,Primary recipe,105.305
